Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1990:Q1,Hispanic,661176,346415,273375,73040,314761,84122,1066,4746,4644,102,440,438,3,14730,10713,9992,12502,99785,66580,10084,216418,215960,153465,49842,165,12488,458,444759,7669355
1990:Q1,Other,980358,399240,315563,83677,581117,82812,6909,22999,19759,3240,4907,3139,1768,48714,16758,11829,15003,97532,262109,11546,190893,190175,145192,39254,66,5664,718,789465,4377331
1990:Q2,White,21736799,7845159,6141297,1703862,13891639,2747585,375219,1073554,912734,160821,350970,220073,130897,1989369,336158,318867,664617,3172622,2656549,206128,2739725,2725507,1968927,630372,4115,122093,14218,18997073,69769208
1990:Q2,Black,1083505,468188,342197,125991,615318,88334,4926,9718,8608,1110,2267,1593,674,19807,20349,34752,27859,340464,52911,13931,203544,202688,121990,78360,126,2212,856,879961,11784030
1990:Q2,Hispanic,673184,350939,276701,74238,322245,82559,1152,4675,4550,125,573,570,3,15201,11628,10577,12701,101361,71548,10270,219731,219247,156712,50810,136,11589,484,453452,7761191
1990:Q2,Other,1017242,413263,324967,88296,603979,85483,7659,28475,23952,4523,6078,4097,1980,52489,17985,12972,16321,100161,264541,11815,194610,193859,148287,39171,57,6344,751,822632,4430408
1990:Q3,White,21636426,7925119,6200830,1724288,13711307,2762278,396701,1113217,954944,158273,361878,228697,133182,1652770,339138,321665,647528,3229349,2676983,209799,2784800,2770713,2010202,640910,1780,117822,14087,18851626,69913556
1990:Q3,Black,1099197,472956,348244,124712,626241,86693,4775,10226,8930,1295,2518,1646,872,18479,21841,34928,26221,347866,58234,14459,210700,209804,127215,80150,52,2386,896,888497,11788526
1990:Q3,Hispanic,681929,356929,280516,76413,324999,80757,1280,4555,4408,147,751,747,4,13414,12447,10473,12260,102137,76393,10533,222337,221830,159429,51931,60,10409,507,459592,7814628
1990:Q3,Other,1035342,423876,333135,90741,611466,88048,8825,34913,28888,6025,7410,5231,2180,43039,19104,13271,16721,101889,266088,12157,197517,196736,150419,39311,26,6981,781,837825,4468877
1990:Q4,White,22076156,7926559,6184660,1741899,14149596,2803701,402195,1164838,977987,186850,384891,249808,135083,1856373,342473,331866,675627,3290051,2684249,213331,2831201,2816805,2042720,650472,1981,121632,14396,19244954,70095963
1990:Q4,Black,1123462,475150,349294,125856,648312,85341,4635,10513,9187,1326,3651,2582,1069,20981,23371,36106,29681,355865,63201,14967,218815,217818,133337,81483,57,2941,996,904648,11804113
1990:Q4,Hispanic,688422,357343,279625,77719,331079,79210,1382,4393,4203,190,1062,1058,4,14494,13221,10590,12916,102501,80573,10737,225368,224825,162140,53149,67,9468,543,463054,7832389
1990:Q4,Other,1062775,426385,332817,93568,636390,90778,9793,40500,33338,7162,9130,6719,2412,51014,20185,13877,18972,103484,266204,12453,199420,198591,151614,39287,31,7659,828,863355,4493698
1991:Q1,White,22524180,7951191,6190994,1760197,14572990,2816195,447657,1131080,936212,194868,391929,256270,135660,2152069,346013,336830,718768,3351114,2666726,214609,2850950,2836749,2075157,634835,3448,123308,14201,19673231,70313769
1991:Q1,Black,1148927,479077,347192,131885,669851,83744,4439,10695,9219,1476,3785,2541,1244,24143,24930,36591,34952,364026,67392,15153,220105,219077,138840,76740,101,3396,1028,928822,11829918
1991:Q1,Hispanic,688661,354036,275782,78254,334625,76522,1532,4195,3972,223,1263,1259,4,15935,13939,10462,13902,102381,83716,10780,225729,225171,163502,53146,118,8404,559,462931,7817195
1991:Q1,Other,1090684,430884,333435,97448,659800,92759,11242,43673,34879,8794,10837,8082,2756,62118,21216,14187,21853,104726,264574,12616,198896,198046,152193,37486,61,8306,850,891788,4505829
1991:Q2,White,22623242,8010949,6238977,1771972,14612293,2772730,425862,1163606,960724,202881,392768,255742,137026,2134858,351447,345498,730002,3416051,2663086,216386,2903606,2889675,2128405,635475,1041,124755,13931,19719636,70564313
1991:Q2,Black,1171777,484789,351252,133537,686988,81654,4338,11142,9504,1638,3380,1937,1442,25181,26661,37580,36641,372764,72237,15411,225611,224561,144515,76174,29,3843,1049,946166,11865064
1991:Q2,Hispanic,686468,352973,274709,78264,333495,72080,1586,3982,3724,258,1410,1405,5,15659,14654,10424,13998,101921,86981,10799,225175,224606,164180,53087,36,7303,569,461293,7771769
1991:Q2,Other,1109837,437799,337873,99925,672039,93554,11828,49960,39395,10565,12478,9445,3033,62652,22268,14629,23369,105864,262675,12761,199934,199068,153550,36570,19,8930,866,909903,4506228
1991:Q3,White,22941857,8089032,6297624,1791408,14852825,2759438,420882,1168278,981876,186402,403640,266554,137086,2284056,353513,352951,761458,3480516,2649840,218252,2946392,2932728,2159271,638327,855,134275,13664,19995464,70844934
1991:Q3,Black,1197956,489465,357692,131773,708491,79864,4213,11783,9784,1999,3831,2213,1618,27405,28122,38415,40734,381555,76887,15682,226238,225167,143880,76596,23,4668,1071,971717,11908676
1991:Q3,Hispanic,684212,351307,272338,78969,332905,68187,1655,3722,3447,275,1687,1682,4,16150,15189,10301,14550,101027,89659,10779,218141,217564,159000,52041,29,6494,577,466071,7698832
1991:Q3,Other,1134172,444061,342736,101325,690111,94593,12584,56681,43839,12842,14578,11157,3421,68633,23109,14968,25698,106630,259761,12875,198360,197480,152352,35535,17,9577,879,935812,4495853
1991:Q4,White,23548251,8158875,6356321,1802555,15389376,2773283,422706,1165437,983984,181453,423526,288970,134556,2693804,357572,361324,800807,3546526,2622833,221556,3020124,3006646,2210489,650018,1644,144495,13477,20528127,71152972
1991:Q4,Black,1229252,494859,361632,133227,734392,78335,4079,12291,10000,2291,5316,3576,1740,31400,29766,39379,45837,390633,81200,16157,233371,232266,147822,78875,44,5526,1105,995880,11959881
1991:Q4,Hispanic,680217,346989,268676,78313,333228,64793,1724,3470,3170,301,2105,2102,3,17783,15718,10172,15232,99799,91647,10785,215021,214435,157029,51643,57,5706,585,465197,7601106
1991:Q4,Other,1162753,447309,343956,103352,715444,95835,13389,62207,47226,14981,17226,13201,4025,83211,23973,15305,28302,107175,255805,13016,198712,197818,152539,35044,36,10199,894,964041,4475664
1992:Q1,White,23568070,8234244,6422703,1811541,15333827,2645452,443120,1203147,1015669,187478,408968,276591,132376,2637444,361962,366615,799352,3637080,2605715,224972,3052894,3039540,2259326,635980,1926,142309,13353,20515177,71485767
1992:Q1,Black,1253310,502009,364247,137762,751301,75524,3912,12872,10335,2536,3648,1774,1873,32321,31455,39939,46193,402724,86064,16649,229124,227976,146711,75399,51,5815,1148,1024186,12017803
1992:Q1,Hispanic,665724,339352,262425,76928,326372,57832,1812,3178,2840,338,2171,2168,2,17109,16186,9903,14826,98956,93645,10756,205004,204410,150586,49291,66,4467,594,460720,7481313
1992:Q1,Other,1174159,451145,345171,105973,723014,94562,14408,69543,52357,17186,19423,14830,4593,81876,24784,15456,29143,109015,251677,13128,196006,195096,151652,32683,46,10715,910,978154,4446617
1992:Q2,White,23691744,8304337,6477394,1826942,15387407,2624744,423790,1186086,1000763,185323,412844,282750,130095,2638883,364090,376907,812356,3722338,2596469,228901,3103159,3089892,2300717,637843,2460,148872,13267,20588585,71840656
1992:Q2,Black,1282777,509707,367670,142038,773070,73695,3815,13365,10505,2860,3640,1631,2009,33665,32973,41171,48297,413815,91420,17215,229569,228373,146132,75665,65,6511,1196,1053208,12081567
1992:Q2,Hispanic,657507,332194,256279,75914,325313,53476,1835,2946,2578,368,2452,2451,1,16663,16514,9776,14733,100619,95588,10713,196125,195524,144311,47557,84,3572,601,461382,7342176
1992:Q2,Other,1193323,455037,346710,108327,738285,94832,14841,74064,54511,19552,22105,16943,5162,82327,25437,15798,30529,117762,247360,13231,193590,192665,150084,31267,64,11249,925,999733,4409673
1992:Q3,White,24081754,8429650,6580968,1848682,15652105,2624659,414455,1200742,1032031,168710,411987,284205,127782,2758407,370752,385844,841583,3807620,2602997,233058,3164750,3151527,2352263,647240,1466,150557,13224,20917004,72214981
1992:Q3,Black,1310178,511473,372936,138537,798705,72048,3700,14151,10858,3293,3106,957,2149,35832,34890,42227,52392,424975,97570,17813,237179,235928,151719,77185,37,6987,1251,1072999,12150298
1992:Q3,Hispanic,658942,333835,257951,75884,325107,49597,1864,2609,2226,383,2705,2705,0,16690,16909,9576,14977,101859,97675,10645,192617,192009,142409,47019,50,2531,608,466325,7186414
1992:Q3,Other,1221570,460755,352133,108621,760815,95245,15361,81550,59626,21924,24942,19218,5724,86492,26214,16036,32506,126026,243128,13314,192678,191737,149486,30489,41,11721,941,1028892,4365788
1992:Q4,White,24713118,8542186,6669578,1872608,16170932,2652514,398726,1202338,1026636,175702,417649,291801,125848,3116162,376082,402724,867939,3887056,2613101,236641,3226952,3213706,2393064,665871,2100,152672,13246,21486166,72605829
1992:Q4,Black,1328109,516884,380206,136678,811225,72644,4175,14328,10737,3591,3341,1263,2078,38229,35684,43750,52844,434835,93284,18113,242840,241579,155647,79233,74,6624,1261,1085269,12222904
1992:Q4,Hispanic,661500,330062,254090,75972,331438,49562,2204,3160,2606,554,2266,2236,30,17980,18669,9857,19618,106220,91039,10862,191935,191282,141497,47408,72,2306,653,469565,7017104
1992:Q4,Other,1241934,456540,348330,108210,785394,99310,15158,79928,56375,23553,23099,17606,5493,98872,26906,18124,33692,144106,232841,13359,194847,193897,150694,32257,65,10881,950,1047087,4316070
1993:Q1,White,25028410,8585550,6707889,1877661,16442860,2582551,406117,1230826,1021412,209415,437239,313138,124102,3235291,381210,413031,915334,3933209,2668456,239596,3244622,3231323,2412045,654610,3511,161158,13298,21783788,73009285
1993:Q1,Black,1342999,521596,376241,145355,821402,72377,4622,14309,10616,3693,4880,2868,2012,39067,36466,44389,55777,440735,90463,18318,237414,236140,155384,74044,165,6547,1274,1105585,12297422
1993:Q1,Hispanic,651919,317982,244512,73470,333937,47288,2559,3727,2946,781,2035,1976,58,18179,20289,9891,24288,109195,85473,11014,186887,186192,137302,46471,120,2299,696,465032,6838724
1993:Q1,Other,1251009,451590,341463,110127,799419,101687,15270,78375,53206,25168,21670,16424,5246,103162,27537,19829,35584,159476,223469,13361,193263,192303,149973,32137,120,10072,960,1057746,4262215
1993:Q2,White,25345629,8716492,6806572,1909920,16629137,2574214,396224,1210881,978930,231951,455572,333280,122292,3299475,387398,423929,936977,3980589,2721760,242120,3303592,3290235,2459006,664884,3207,163138,13356,22042037,73421184
1993:Q2,Black,1355551,527320,383967,143353,828232,72662,5096,14174,10344,3830,6155,4213,1942,39550,37337,45096,55636,446719,87353,18455,242427,241139,161020,73774,184,6161,1288,1113124,12371673
1993:Q2,Hispanic,656545,320657,246834,73823,335887,46341,2861,4268,3264,1004,1837,1752,85,18110,21812,9916,27986,111812,79827,11118,186636,185901,137057,46661,110,2073,735,469909,6656107
1993:Q2,Other,1259956,452064,342714,109350,807892,104881,15123,74472,47933,26539,20467,15463,5004,105487,28169,21481,36375,174324,213779,13333,194927,193959,151263,33343,117,9236,969,1065029,4206069
1993:Q3,White,25818236,8856530,6912835,1943696,16961705,2578235,392286,1215478,960074,255404,454794,334352,120441,3461202,394157,438174,963752,4030801,2787172,245655,3376501,3363084,2500493,684634,3730,174227,13417,22441735,73837360
1993:Q3,Black,1368382,532688,392744,139943,835695,73047,5567,14080,10160,3921,5667,3796,1871,40645,38251,46231,56077,452926,84476,18728,251496,250193,168176,75571,256,6190,1302,1116887,12443476
1993:Q3,Hispanic,657097,319018,244813,74205,338079,45638,3153,4748,3509,1239,1514,1403,111,18385,23237,10019,31443,114190,74514,11239,188009,187237,137594,47372,128,2144,772,469088,6474086
1993:Q3,Other,1274642,453851,345628,108223,820791,108163,15058,72081,44347,27733,19131,14362,4769,110665,28793,23211,37294,188812,204246,13337,196944,195967,152270,35091,147,8459,977,1077698,4149477
1993:Q4,White,26327623,8999959,7022017,1977942,17327664,2567007,400630,1268997,962780,306217,460506,341909,118597,3633399,401160,445047,981337,4077558,2844486,247538,3458000,3444517,2538550,719395,3777,182795,13483,22869623,74253648
1993:Q4,Black,1378935,539160,397238,141922,839776,73280,6034,13577,10068,3509,5766,3967,1799,41787,39177,46363,55422,458551,81064,18755,261311,259995,172283,81314,303,6095,1316,1117624,12510653
1993:Q4,Hispanic,654688,315803,241716,74088,338884,44649,3454,5257,3729,1528,1289,1154,135,18664,24578,9899,34412,116279,69120,11285,187078,186271,136092,47919,130,2130,806,467610,6297493
1993:Q4,Other,1286436,454068,345772,108297,832368,111179,15165,69786,42113,27672,18026,13487,4539,115971,29410,24559,37828,202697,194467,13280,199123,198137,152750,37542,159,7686,986,1087313,4094284
1994:Q1,White,26506583,9104098,7107326,1996772,17402485,2541455,413196,1368192,1043979,324213,466441,349538,116903,3473075,405182,450851,987899,4126745,2918892,250556,3489780,3476218,2565747,719674,5223,185574,13562,23016803,74665881
1994:Q1,Black,1384202,542907,395384,147523,841295,73364,6503,13866,10275,3592,5870,4141,1729,40801,39838,46328,53475,464238,78078,18933,262449,261117,176617,78292,487,5722,1332,1121753,12571022
1994:Q1,Hispanic,645931,307668,235026,72642,338263,43458,3752,5758,3990,1768,1098,940,158,17747,25785,9757,36927,118332,64278,11371,185651,184811,134847,47840,180,1944,840,460279,6131160
1994:Q1,Other,1292734,453854,344633,109221,838881,114021,15333,72678,43966,28713,17028,12723,4304,111268,29919,25824,37950,216441,185148,13271,198948,197952,152741,38069,237,6904,995,1093787,4042335
1994:Q2,White,26757808,9236199,7207220,2028979,17521609,2497469,406603,1448814,1101528,347286,465048,349986,115062,3396353,409895,452144,1015455,4174115,3002862,252851,3565488,3551839,2608085,747967,6894,188893,13649,23192320,75069894
1994:Q2,Black,1393291,549636,400796,148840,843655,73260,6989,13885,10327,3558,5419,3765,1653,40317,40536,45668,53921,469422,75243,18995,269898,268551,180074,82375,737,5365,1348,1123393,12622405
1994:Q2,Hispanic,645890,307635,235141,72494,338255,42051,4002,6267,4244,2023,888,708,181,17187,26980,9515,39691,120385,59848,11440,184398,183525,133376,48126,238,1784,874,461492,5979921
1994:Q2,Other,1303422,456607,347306,109301,846815,116715,15263,73946,44471,29475,16024,11934,4090,109258,30474,26876,38841,229986,176182,13250,201184,200178,153581,40112,338,6147,1006,1102238,3995476
1994:Q3,White,27186497,9372824,7304719,2068106,17813673,2500483,415532,1477655,1122498,355157,465875,352689,113186,3462965,424152,459346,1055686,4225073,3070115,256791,3642630,3628900,2650221,781207,7286,190185,13730,23543868,75461521
1994:Q3,Black,1404109,554145,407688,146457,849964,73507,7467,14086,10251,3834,5167,3590,1576,40720,42001,45754,55762,474685,71538,19279,278730,277368,184017,87575,872,4904,1362,1125379,12662622
1994:Q3,Hispanic,646355,305726,232559,73167,340629,41668,4285,6754,4488,2266,723,521,202,17178,28389,9456,42601,122697,55291,11588,184062,183155,132621,48702,253,1579,908,462293,5848606
1994:Q3,Other,1318076,457460,348675,108785,860617,120227,15421,74267,43152,31115,15161,11273,3888,111620,31396,28188,40200,243801,167028,13308,203954,202935,154685,42469,379,5403,1018,1114123,3955551
1994:Q4,White,27490594,9464798,7368065,2096733,18025796,2497817,434873,1601945,1206894,395051,467413,356508,110906,3424606,427775,457978,1047329,4270071,3136232,259757,3745500,3731689,2691876,829319,9088,201407,13811,23745094,75836597
1994:Q4,Black,1404612,558877,413573,145304,845734,73646,7937,13636,10258,3377,4999,3512,1487,40418,42544,44681,52064,478835,67568,19407,290908,289533,186804,96605,1220,4904,1375,1113703,12689492
1994:Q4,Hispanic,649992,307871,234559,73312,342121,41355,4599,7355,4787,2568,589,365,224,16880,29616,9219,44558,125236,50976,11739,184270,183326,131788,49558,318,1662,944,465721,5742049
1994:Q4,Other,1325550,454387,345599,108787,871164,123915,15737,75707,44870,30836,14444,10716,3728,111162,32004,29159,39926,257640,158110,13360,207939,206907,155975,45686,509,4737,1033,1117611,3924406
1995:Q1,White,27999624,9549485,7419032,2130454,18450139,2519609,453609,1569142,1162548,406593,472024,362953,109071,3642197,437190,467793,1104403,4327851,3190898,265421,3773281,3759364,2715609,833675,10033,200046,13917,24226343,76190956
1995:Q1,Black,1414144,560426,413711,146714,853719,73909,8404,13606,10053,3552,5026,3617,1408,41703,43525,45028,55684,484017,62917,19902,290340,288950,188823,94336,1488,4303,1391,1123804,12700837
1995:Q1,Hispanic,658220,310261,236364,73897,347958,41685,4926,7865,5014,2850,487,241,247,17506,31062,9306,47858,128546,46690,12027,183903,182919,131254,49901,356,1406,984,474317,5665081
1995:Q1,Other,1346274,455726,346096,109631,890547,128260,16079,73107,40714,32393,13827,10282,3545,118301,32887,30667,42005,272654,149223,13538,209052,208002,156750,46634,599,4019,1051,1137221,3903885
1995:Q2,White,28614126,9661180,7500561,2160619,18952946,2556133,480463,1529424,1137563,391861,474045,366857,107188,3881913,449301,487675,1158740,4415137,3249091,271024,3845443,3831417,2751895,864227,11993,203302,14026,24768683,76520433
1995:Q2,Black,1423392,560103,420731,139372,863290,74198,8854,14242,9857,4385,4879,3553,1326,43059,44672,46620,58895,489313,58192,20367,299898,298493,194332,98284,1963,3914,1405,1123494,12694475
1995:Q2,Hispanic,666025,312695,237402,75293,353330,42519,5296,8378,5251,3127,388,117,270,18290,32712,9690,51290,129649,42741,12378,187762,186732,133579,51429,435,1289,1030,478263,5622536
1995:Q2,Other,1355007,458662,349614,109048,896345,133226,16559,73746,37769,35977,13256,9879,3377,126377,33958,32696,44100,267944,140725,13757,213404,212332,159030,49186,771,3345,1072,1141603,3895834
1995:Q3,White,29129757,9599735,7414914,2184821,19530023,2548137,492058,1559386,1140724,418662,475097,369804,105293,4177678,455330,500577,1230253,4497425,3323670,270412,3938450,3924321,2794419,900481,13767,215653,14129,25191307,76820861
1995:Q3,Black,1421414,551212,417062,134150,870202,74038,9308,13884,9701,4183,4676,3434,1242,44680,45256,47242,63881,493359,53945,19932,309568,308150,197915,103822,2465,3948,1418,1111846,12668228
1995:Q3,Hispanic,677222,316565,239845,76720,360657,42904,5673,9045,5552,3493,296,0,296,19370,34456,9971,55363,131573,39386,12620,192028,190945,135932,53072,513,1428,1082,485194,5619246
1995:Q3,Other,1355258,450650,341316,109334,904608,138202,16926,73056,36239,36817,12752,9531,3221,136492,34954,34547,46939,263992,132923,13825,219085,217988,162072,52224,953,2740,1097,1136172,3902099
1995:Q4,White,29872732,9685910,7477164,2208746,20186821,2563817,517416,1615761,1131478,484283,493612,390255,103357,4502254,465706,510600,1291002,4592381,3360678,273595,4017145,4002794,2820727,950564,19118,212385,14351,25855587,77089329
1995:Q4,Black,1437662,557772,423027,134746,879889,77232,9176,12830,9866,2964,5198,3938,1260,51852,47386,45841,68013,486767,55329,20264,318696,317225,201668,109094,3176,3287,1471,1118966,12621003
1995:Q4,Hispanic,694662,318266,241085,77181,376396,47770,6330,8656,5385,3272,308,33,275,23395,33537,11429,55032,135343,42005,12590,192863,191815,134842,54654,834,1485,1048,501798,5658283
1995:Q4,Other,1346369,456605,347972,108633,889764,134037,16819,63002,33459,29543,12955,9614,3341,140570,33576,33221,51431,251870,138508,13774,223754,222702,163270,53848,1302,4281,1052,1122616,3923785
1996:Q1,White,30443693,9807321,7569775,2237546,20636372,2615403,568502,1610951,1112609,498341,502961,401676,101286,4659479,471057,520932,1348715,4681904,3381947,274520,4078012,4063457,2867324,951321,13701,231111,14556,26365681,77327942
1996:Q1,Black,1447182,561241,423509,137732,885941,80494,8948,13074,9977,3097,5130,3856,1275,57762,49032,44463,71748,479028,55998,20263,317559,316040,208483,101932,1970,3656,1519,1129623,12556058
1996:Q1,Hispanic,715659,321633,243333,78301,394026,53545,7105,8266,5241,3025,277,23,254,27053,32726,12991,54862,140018,44607,12576,196420,195400,136627,55923,693,2157,1020,519240,5735688
1996:Q1,Other,1339940,462909,354045,108864,877031,130952,16963,57016,30544,26472,13027,9542,3485,140589,32131,32031,56156,240204,144263,13698,227303,226294,166426,53031,848,5989,1009,1112637,3959042
1996:Q2,White,30967604,9917237,7660422,2256815,21050367,2606318,557319,1691383,1162266,529116,497457,398363,99094,4846270,479676,529572,1385018,4770064,3411674,275614,4161200,4146431,2913671,982330,18823,231606,14770,26806404,77540060
1996:Q2,Black,1451098,563670,429477,134193,887428,83054,8839,13063,10258,2805,4027,2741,1286,63637,50875,42877,73041,470783,56958,20273,321379,319812,211501,102639,2499,3171,1567,1129719,12477735
1996:Q2,Hispanic,739738,326821,247013,79809,412917,58595,7859,8054,5242,2812,234,0,234,31022,32133,14620,54455,145589,47720,12636,199301,198304,137277,57601,1071,2356,996,540438,5845739
1996:Q2,Other,1338562,471896,363897,108000,866666,127525,16518,52305,30119,22186,12889,9237,3652,141970,30859,30854,60485,228879,150718,13665,233541,232572,169758,54009,1156,7650,969,1105021,4005282
1996:Q3,White,31311466,10026063,7744012,2282051,21285403,2619727,577975,1703339,1197884,505454,495492,398649,96843,4853648,493897,536480,1432381,4856137,3437840,278488,4242313,4227335,2962559,1012186,20981,231609,14978,27069153,77729042
1996:Q3,Black,1455463,565587,432268,133320,889876,85618,8634,14338,10493,3845,3093,1797,1296,68126,53099,41104,75507,462106,57734,20518,324308,322695,214460,103049,2518,2669,1613,1131155,12390380
1996:Q3,Hispanic,773187,339261,257393,81868,433926,64371,8751,7792,5228,2564,214,0,214,34568,31765,16319,54328,151943,51066,12808,203081,202106,138668,59545,1332,2561,976,570106,5982716
1996:Q3,Other,1340187,482357,374420,107936,857830,124729,16362,51451,29145,22306,12805,8970,3835,138669,29814,29656,65519,217583,157521,13720,240298,239369,173676,55067,1252,9374,930,1099889,4059916
1996:Q4,White,32015527,10114567,7815937,2298630,21900960,2614195,607194,1729556,1228841,500715,529671,435081,94591,5084625,508991,510581,1603063,4926392,3506004,280687,4322639,4307457,3002698,1049920,16575,238264,15182,27692889,77898247
1996:Q4,Black,1470390,565594,428673,136921,904795,87858,8380,15090,10713,4377,4694,3387,1307,73912,55341,35511,91647,451581,60118,20664,328662,327006,217671,105155,1701,2478,1657,1141727,12298338
1996:Q4,Hispanic,808203,348935,265575,83360,459268,70118,9741,7550,5212,2338,193,0,193,39182,31483,17211,56440,158694,55657,12999,207947,206990,140730,62111,1171,2978,957,600257,6140899
1996:Q4,Other,1346045,487938,378920,109018,858107,121870,16250,48905,27946,20959,13196,9167,4028,142009,28811,27085,75157,205354,165701,13770,247218,246328,177532,56692,914,11191,890,1098826,4120355
1997:Q1,White,32254590,10201808,7879090,2322717,22052782,2618127,647174,1608823,1188541,420282,519328,427212,92116,5124902,520260,521362,1612521,5013562,3583307,283416,4353938,4338655,3033418,1038720,23160,243357,15284,27900651,78051035
1997:Q1,Black,1468128,563325,424481,138844,904803,90058,8066,17180,10738,6442,3044,1731,1313,78254,57254,34346,89832,443094,62793,20880,320427,318740,217899,96408,2213,2220,1687,1147701,12205952
1997:Q1,Hispanic,842716,358659,273002,85657,484057,76325,10822,7171,5131,2041,171,0,171,43282,31144,19206,55582,166367,60750,13237,210822,209887,141317,63409,1785,3376,936,631893,6314569
1997:Q1,Other,1350213,496840,387015,109825,853373,119261,16178,49766,24588,25177,12948,8700,4249,140069,27657,26077,79482,193695,174393,13848,251654,250809,180815,55638,1293,13063,846,1098559,4184011
1997:Q2,White,33568370,10319869,7984160,2335709,23248500,2628790,638497,1619082,1178295,440787,533152,443074,90078,5915534,536700,555614,1782578,5114076,3638205,286273,4430264,4414870,3075702,1060567,26259,252342,15393,29138106,78190765
1997:Q2,Black,1494803,563367,429052,134315,931436,92241,7929,17186,10831,6355,3123,1793,1330,87653,59554,35892,105816,436347,64577,21118,321728,320011,220388,95213,2266,2143,1718,1173075,12117568
1997:Q2,Hispanic,888971,371863,283951,87912,517108,82912,11947,6925,5084,1842,148,0,148,50795,30912,22024,57589,174781,65582,13494,216302,215389,143475,65796,2202,3915,913,672669,6498004
1997:Q2,Other,1378014,507035,398006,109029,870979,116788,15671,44237,22188,22049,12922,8482,4440,160007,26653,26042,89690,182320,182720,13930,258730,257929,185021,56461,1444,15002,801,1119284,4248294
1997:Q3,White,34562647,10437673,8078787,2358886,24124974,2647632,665800,1640915,1174284,466631,534944,446803,88142,6374487,552871,580812,1922022,5209428,3705195,290866,4528030,4512520,3144519,1085173,15359,267470,15510,30034617,78320797
1997:Q3,Black,1513151,562584,430822,131762,950566,94468,7644,17122,10941,6181,2201,849,1352,94739,61843,36402,118377,429365,66812,21593,325789,324039,225993,94671,1032,2343,1750,1187362,12037529
1997:Q3,Hispanic,936258,386756,296011,90745,549502,89863,13177,6681,5042,1639,123,0,123,57255,30634,24707,58932,183413,70901,13817,223295,222406,147821,68502,1411,4672,889,712963,6685485
1997:Q3,Other,1393517,516300,407699,108600,877217,114411,15385,38456,19958,18499,12651,8025,4626,170506,25587,25579,99046,170109,191420,14066,266901,266147,190947,57458,738,17004,754,1126615,4310616
1997:Q4,White,35123864,10561294,8183408,2377885,24562571,2682172,695317,1653080,1203852,449228,552283,466463,85820,6518937,561013,579524,1925232,5289284,3814826,290902,4608619,4592984,3180312,1118429,25060,269184,15635,30515245,78444489
1997:Q4,Black,1516653,565409,427941,137468,951244,96872,7342,17997,11185,6812,2530,1163,1367,99709,63571,33987,116005,421118,70622,21491,326323,324538,224577,96396,1617,1948,1785,1190330,11970180
1997:Q4,Hispanic,976314,398107,305550,92557,578207,97291,14471,6416,5023,1393,95,0,95,62554,30086,26627,57424,191869,77411,13962,226178,225315,147248,70574,2456,5038,863,750136,6871291
1997:Q4,Other,1394754,523440,413390,110051,871314,112198,15043,36558,18472,18086,12513,7667,4847,171691,24148,23947,103689,156349,201160,14019,273947,273242,194222,58766,1258,18996,705,1120807,4368388
1998:Q1,White,36672040,10726313,8327168,2399145,25945726,2667811,754453,1672693,1177216,495477,574804,491458,83346,7427170,573066,611043,2109721,5413754,3848374,292836,4655976,4640315,3229931,1106375,27526,276484,15660,32016064,78565202
1998:Q1,Black,1549591,566647,430301,136347,982944,98810,6896,17529,11222,6307,3354,1972,1382,109907,65667,35274,133674,418472,71697,21664,319303,317493,225484,88634,1570,1805,1810,1230288,11919865
1998:Q1,Hispanic,1025514,412233,317200,95033,613281,103648,15802,6130,4945,1185,66,0,66,71538,29532,29689,59274,201309,82140,14153,228726,227897,147837,71588,2879,5593,830,796787,7049702
1998:Q1,Other,1423288,534538,425001,109536,888750,109005,14840,28640,15675,12965,12337,7258,5079,195425,22773,23629,114819,144515,208753,14015,278658,278009,198192,57446,1353,21018,649,1144630,4419021
1998:Q2,White,37412340,10954645,8531056,2423589,26457695,2656160,767872,1800275,1233528,566747,586878,506080,80798,7576898,584564,632412,2121356,5513337,3924820,293124,4763045,4747071,3293040,1143158,25348,285526,15973,32649295,78686294
1998:Q2,Black,1565052,574414,436950,137464,990638,100858,6658,16950,11612,5338,3258,1860,1398,115155,67827,35488,132570,415797,74415,21662,327782,325908,231919,91060,1189,1740,1874,1237270,11890929
1998:Q2,Hispanic,1071261,427241,329871,97370,644020,109936,17179,5874,4908,966,34,0,34,77140,28841,32457,57313,213083,87919,14244,236132,235331,151673,74621,2824,6214,801,835129,7214998
1998:Q2,Other,1440400,549453,440168,109285,890947,105638,14212,20105,14507,5597,11912,6599,5313,196231,21286,22807,119712,148032,217098,13914,286783,286181,203070,58906,1169,23037,602,1153616,4459928
1998:Q3,White,36899422,11183795,8725113,2458682,25715628,2651431,837080,1864824,1315932,548892,621205,542805,78400,6716328,588139,622019,1956925,5591193,3970579,295905,4854304,4838684,3356553,1171879,28057,282194,15620,32045119,78811126
