Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1990:Q2,pct00to20,647595,724526,282542,87193,25365,112308,7542,51046,158531,76931,32985,38417,5529
1990:Q3,pct99to100,3406352,3582458,578778,260687,540827,131842,120064,913851,1036410,176106,117882,23772,34452
1990:Q3,pct80to99,9155796,10730637,3111994,736828,790020,1681126,655124,1418457,2337089,1574842,1249202,251965,73675
1990:Q3,pct60to80,3545748,4442229,1461223,458007,198068,926769,176007,313256,908899,896481,624389,245627,26465
1990:Q3,pct40to60,2628423,3098625,1015834,281918,125521,637701,76574,264443,696634,470202,294673,166385,9144
1990:Q3,pct20to40,1633794,1850864,695257,190904,50379,289027,47947,115526,461825,217070,125953,84624,6493
1990:Q3,pct00to20,667427,748080,299641,87811,22886,114776,7352,52166,163448,80653,35167,39928,5558
1990:Q4,pct99to100,3541573,3724105,584579,256037,612811,137894,127171,929341,1076273,182533,122262,22969,37302
1990:Q4,pct80to99,9303146,10902653,3073837,746456,890665,1705683,680628,1410066,2395319,1599507,1269026,254949,75532
1990:Q4,pct60to80,3620590,4528588,1460051,462347,218345,949705,190167,321943,926030,907998,635203,246838,25957
1990:Q4,pct40to60,2670439,3148803,1020106,290337,137943,639467,78236,267800,714915,478364,299615,168746,10003
1990:Q4,pct20to40,1651933,1875086,696659,194392,57527,301832,46392,111953,466331,223153,127696,88863,6594
1990:Q4,pct00to20,688331,771580,311164,89473,25570,117320,7041,53124,167887,83249,36010,42026,5213
1991:Q1,pct99to100,3677201,3864413,588196,257484,725200,143946,136288,933819,1079481,187212,126831,20252,40129
1991:Q1,pct80to99,9508638,11117979,3069332,753717,1033970,1729994,712197,1389634,2429135,1609341,1287310,246810,75221
1991:Q1,pct60to80,3698835,4605444,1460780,466736,246525,972585,206931,328613,923274,906608,644772,236359,25477
1991:Q1,pct40to60,2699182,3180062,1016156,296251,153276,641170,80614,268412,724183,480881,304321,165528,11032
1991:Q1,pct20to40,1670765,1894891,692624,199990,66193,314687,44896,108155,468346,224126,129458,87782,6886
1991:Q1,pct00to20,702151,789664,320315,93607,29101,119865,6616,53775,166385,87513,37000,45476,5037
1991:Q2,pct99to100,3664726,3859827,598025,253993,701090,150204,141160,944298,1071057,195101,134178,19044,41879
1991:Q2,pct80to99,9515256,11145047,3081275,759438,1033019,1756387,725653,1374643,2414632,1629792,1311482,245369,72941
1991:Q2,pct60to80,3740386,4656271,1469999,469084,246564,996605,216310,336621,921087,915885,658173,233072,24640
1991:Q2,pct40to60,2711943,3203213,1018795,302678,157886,643248,80171,270490,729946,491270,313848,166013,11409
1991:Q2,pct20to40,1684251,1914246,700094,203337,70071,327669,42536,104314,466225,229995,132865,90350,6780
1991:Q2,pct00to20,720437,812720,334622,95169,29721,122488,6312,54614,169793,92283,40105,47458,4720
1991:Q3,pct99to100,3727998,3931758,610201,244203,749183,156418,148820,950490,1072443,203759,140794,18503,44462
1991:Q3,pct80to99,9619672,11263168,3078238,771091,1108957,1782044,751249,1354532,2417056,1643495,1318878,244142,80475
1991:Q3,pct60to80,3821372,4734251,1484069,473459,261367,1020314,230953,343965,920124,912879,658546,230195,24138
1991:Q3,pct40to60,2745824,3243613,1026873,313682,168178,645173,81638,271491,736577,497788,318075,167341,12372
1991:Q3,pct20to40,1711373,1947391,719285,205700,76659,340684,40516,100325,464222,236018,135294,94057,6667
1991:Q3,pct00to20,742825,838016,351723,95340,31901,125095,5900,55345,172712,95191,42916,48262,4013
1991:Q4,pct99to100,3914709,4128668,621551,239958,912373,162707,157606,950591,1083883,213959,148327,18277,47355
1991:Q4,pct80to99,9853391,11528659,3084832,776232,1304943,1808312,782460,1327485,2444394,1675268,1339123,246981,89164
1991:Q4,pct60to80,3913663,4837582,1497614,475313,298688,1044406,248201,350331,923029,923919,668737,231427,23755
1991:Q4,pct40to60,2779266,3289897,1034798,320271,186553,647199,84068,270974,746034,510631,326773,170347,13511
1991:Q4,pct20to40,1728037,1972652,725715,208967,87204,353779,38587,96181,462219,244616,138675,99274,6667
1991:Q4,pct00to20,764180,863015,366075,96706,36437,127732,5435,55924,174706,98835,46245,49275,3315
1992:Q1,pct99to100,3864709,4088480,630570,239867,868978,170393,160853,955086,1062733,223771,157327,16643,49801
1992:Q1,pct80to99,9846181,11518816,3108227,778412,1286297,1850277,785273,1304133,2406197,1672635,1350773,237893,83969
1992:Q1,pct60to80,3967251,4882304,1510571,476409,295375,1076598,253226,357748,912378,915053,671649,220313,23091
1992:Q1,pct40to60,2785038,3302421,1037738,324561,190408,652210,81553,271525,744426,517383,335015,168126,14242
1992:Q1,pct20to40,1733207,1982545,727439,213452,90918,367412,35405,91963,455956,249338,142559,99807,6972
1992:Q1,pct00to20,781850,886697,380001,99504,36774,130886,5115,56646,177771,104848,50953,50571,3324
1992:Q2,pct99to100,3828676,4062297,637996,237843,850772,165284,166224,963147,1041031,233621,165009,16051,52561
1992:Q2,pct80to99,9907060,11592108,3123998,784223,1294315,1910817,800721,1283567,2394466,1685047,1360854,235669,88524
1992:Q2,pct60to80,4008788,4921431,1520775,479205,297084,1091236,263924,366050,903157,912643,673735,216284,22624
1992:Q2,pct40to60,2807964,3333835,1037972,331255,196147,664343,81321,272937,749860,525870,341298,169332,15240
1992:Q2,pct20to40,1746267,2002763,733200,218222,95575,384123,32632,87649,451362,256496,145708,103706,7082
1992:Q2,pct00to20,804153,912918,394114,102473,37645,138730,4744,57487,177725,108765,54639,51290,2836
1992:Q3,pct99to100,3874184,4116155,652202,224057,884458,159966,173786,978320,1043366,241971,171697,15358,54916
1992:Q3,pct80to99,10034868,11742491,3117605,797516,1356742,1971102,825577,1269304,2404645,1707623,1383078,237494,87051
1992:Q3,pct60to80,4082235,5006108,1548991,483655,308966,1105426,278807,375883,904380,923873,685647,216300,21926
1992:Q3,pct40to60,2870422,3407360,1061107,344586,205583,676343,82601,276075,761065,536938,349468,171596,15874
1992:Q3,pct20to40,1788449,2052490,768348,220112,102082,400994,30098,83248,447608,264040,148739,108222,7079
1992:Q3,pct00to20,835063,947841,415736,101799,39591,146650,4274,58539,181253,112778,57248,52962,2568
1992:Q4,pct99to100,4070015,4315122,668482,226721,1036575,158967,178064,968339,1077974,245108,174320,15326,55462
1992:Q4,pct80to99,10285228,12013354,3146211,804728,1518003,2029572,850841,1265876,2398123,1728126,1395264,247250,85612
1992:Q4,pct60to80,4158172,5103376,1569310,491146,345927,1127860,287396,373887,907850,945204,701006,221569,22629
1992:Q4,pct40to60,2904164,3451112,1074853,346688,216741,697160,91948,267910,755811,546948,355551,175665,15732
1992:Q4,pct20to40,1814242,2088114,771327,221428,110950,408713,33957,87256,454482,273871,154854,110386,8631
1992:Q4,pct00to20,856266,973584,422019,102756,43046,149946,6341,66996,182479,117317,59906,54573,2838
1993:Q1,pct99to100,4176360,4421516,665939,246583,1082097,155928,185022,977977,1107970,245156,175562,13250,56344
1993:Q1,pct80to99,10430959,12160716,3187692,795880,1569452,2065734,884955,1282341,2374662,1729757,1394425,243825,91507
1993:Q1,pct60to80,4212682,5155990,1579391,493172,362492,1138774,299573,375447,907142,943308,706612,213136,23560
1993:Q1,pct40to60,2900433,3446314,1066270,336841,220871,713788,102341,264355,741848,545881,356637,173347,15897
1993:Q1,pct20to40,1822152,2098304,753382,226103,116398,415840,38001,91481,457099,276153,159769,106257,10127
1993:Q1,pct00to20,869566,991496,417432,108035,44389,152550,8230,76261,184600,121930,61700,57448,2782
1993:Q2,pct99to100,4234988,4482392,677707,247296,1102900,152862,188525,986406,1126696,247404,178268,12400,56736
1993:Q2,pct80to99,10530726,12280990,3217763,807731,1595607,2102127,902817,1297709,2357236,1750264,1410699,250088,89477
1993:Q2,pct60to80,4255784,5219858,1608237,502770,374359,1149749,304662,376715,903366,964074,725143,214734,24197
1993:Q2,pct40to60,2921070,3475857,1077487,341725,223433,730528,109862,260293,732529,554787,363828,175354,15605
1993:Q2,pct20to40,1858851,2142645,772225,227738,121071,423009,41331,95813,461458,283794,166079,106181,11534
1993:Q2,pct00to20,888679,1015939,426668,109186,45251,155169,10200,85783,183683,127260,64329,59904,3027
1993:Q3,pct99to100,4346979,4596199,689645,245937,1167118,149866,192779,999992,1150862,249220,179676,12010,57534
1993:Q3,pct80to99,10679728,12465348,3246540,821065,1666278,2139839,926050,1318328,2347248,1785620,1427167,260638,97815
1993:Q3,pct60to80,4311193,5301578,1638489,512656,394586,1161346,312111,378824,903567,990385,744492,220776,25117
1993:Q3,pct40to60,2950242,3514640,1086935,347862,228787,747586,118309,257288,727874,564399,369526,179175,15698
1993:Q3,pct20to40,1904566,2196869,797093,228883,127159,430253,44817,100264,468399,292303,171769,107732,12802
1993:Q3,pct00to20,912699,1043723,437320,109664,46968,157839,12134,95711,184088,131024,65902,62337,2785
1993:Q4,pct99to100,4477851,4730744,699502,251536,1235893,146578,195615,1009823,1191796,252893,181700,13015,58178
1993:Q4,pct80to99,10845080,12663869,3283097,831879,1741584,2174887,938327,1335318,2358777,1818789,1438357,277268,103164
1993:Q4,pct60to80,4367076,5385252,1669349,522595,415731,1171507,314639,380183,911248,1018176,759361,232875,25940
1993:Q4,pct40to60,2974980,3551792,1098714,351121,234423,764214,124499,253144,725676,576812,374595,186576,15641
1993:Q4,pct20to40,1937677,2242480,810954,232306,133416,437464,47758,104822,475760,304803,177580,113145,14078
1993:Q4,pct00to20,939506,1073546,445126,112811,48774,160434,14030,105847,186524,134039,68083,63288,2668
1994:Q1,pct99to100,4498885,4751368,700428,264656,1156331,143353,196914,1027200,1262486,252483,182218,11304,58961
1994:Q1,pct80to99,10892372,12720714,3342252,832309,1665101,2211179,942787,1359874,2367212,1828342,1446423,279158,102761
1994:Q1,pct60to80,4403551,5432974,1690790,528198,408307,1182246,313808,382771,926855,1029424,772557,230008,26859
1994:Q1,pct40to60,2973816,3552885,1090638,347513,230644,781150,129257,250650,723034,579070,377084,186251,15735
1994:Q1,pct20to40,1960186,2269081,810119,236426,134834,444750,50323,109480,483150,308895,182560,110614,15721
1994:Q1,pct00to20,963812,1102427,448143,117057,47674,163078,15924,116420,194131,138615,69112,66542,2961
1994:Q2,pct99to100,4535303,4791994,708823,269869,1114439,139949,200974,1048860,1309079,256690,184978,11886,59826
1994:Q2,pct80to99,10941247,12795730,3386746,842392,1626878,2246107,957567,1388713,2347327,1854483,1458489,292947,103047
1994:Q2,pct60to80,4439479,5494140,1719005,537484,407948,1192211,317229,385993,934270,1054661,787763,239035,27863
1994:Q2,pct40to60,2981033,3572485,1093274,350552,229170,797908,135430,249011,717140,591452,383225,192299,15928
1994:Q2,pct20to40,1990012,2310876,825436,239541,137384,452043,53221,114219,489032,320864,188793,114710,17361
1994:Q2,pct00to20,992368,1135187,457179,119776,47295,165689,17692,127339,200217,142818,71869,67703,3246
1994:Q3,pct99to100,4625946,4886615,716806,269165,1136142,136701,206911,1063059,1357831,260669,187520,12766,60383
1994:Q3,pct80to99,11055883,12936951,3396449,858255,1654151,2283291,984384,1410288,2350133,1881068,1471468,309043,100557
1994:Q3,pct60to80,4495914,5578746,1751870,548666,420026,1203276,325873,387825,941209,1082832,803823,250350,28659
1994:Q3,pct40to60,3013659,3618120,1109008,357870,231873,815167,143783,245308,715110,604461,389332,199332,15797
1994:Q3,pct20to40,2033385,2367020,851277,241572,142107,459441,56599,119081,496942,333634,194972,119760,18902
1994:Q3,pct00to20,1020876,1167587,468230,120985,48184,168380,19442,138410,203956,146711,74430,68702,3579
1994:Q4,pct99to100,4696687,4963500,722939,272000,1111608,133056,206027,1076795,1441075,266813,190406,14895,61512
1994:Q4,pct80to99,11077631,13002199,3399670,867836,1633687,2316791,974701,1431513,2378001,1924568,1483294,331690,109584
1994:Q4,pct60to80,4524828,5641566,1777929,556997,422935,1212356,318887,389483,962979,1116737,818692,268131,29914
1994:Q4,pct40to60,3033509,3654973,1124263,361274,231508,831821,145649,241271,719187,621464,395514,209655,16295
1994:Q4,pct20to40,2058489,2408355,862919,243619,145187,466791,58403,124055,507380,349866,201256,128339,20271
1994:Q4,pct00to20,1050986,1200156,474078,122409,48142,170967,21246,149768,213546,149170,77280,68458,3432
1995:Q1,pct99to100,4832887,5099914,724908,277452,1200014,130148,214405,1085401,1467586,267027,191284,13585,62158
1995:Q1,pct80to99,11293033,13221634,3406919,879075,1729971,2358779,1014185,1447860,2384846,1928602,1488766,335413,104423
1995:Q1,pct60to80,4598266,5725539,1800527,566806,448324,1225770,332860,390184,961068,1127274,829649,266804,30821
1995:Q1,pct40to60,3071310,3695793,1133600,364883,238689,850137,156087,235719,716678,624483,397722,210484,16277
1995:Q1,pct20to40,2096286,2451586,870588,247109,152326,474408,62260,129184,515712,355300,206367,126985,21948
1995:Q1,pct00to20,1069903,1223795,478662,125372,50384,173827,22948,161380,211222,153892,78648,71276,3968
1995:Q2,pct99to100,4997600,5267246,736258,272174,1298454,133900,222690,1095633,1508137,269646,192505,13980,63161
1995:Q2,pct80to99,11463189,13422221,3389721,893111,1836386,2384095,1058879,1465939,2394090,1959031,1503365,350910,104756
1995:Q2,pct60to80,4696516,5854107,1833711,575735,475699,1266766,349238,391073,961885,1157590,847986,277550,32054
1995:Q2,pct40to60,3114197,3750296,1156190,372453,246461,862609,167823,230338,714422,636099,402718,216689,16692
1995:Q2,pct20to40,2145111,2511721,901188,246889,159820,478550,66353,134430,524491,366610,212119,130930,23561
1995:Q2,pct00to20,1095430,1252960,491240,123971,52818,176123,24723,173335,210750,157530,80142,73066,4322
1995:Q3,pct99to100,5175962,5450654,725745,270744,1422120,137400,233249,1113387,1548008,274692,195228,15082,64382
1995:Q3,pct80to99,11552523,13555006,3281743,903135,1968405,2406861,1110044,1491418,2393400,2002482,1518490,368962,115030
1995:Q3,pct60to80,4764211,5953985,1830102,583204,508013,1306396,368075,393122,965072,1189773,865713,290589,33471
1995:Q3,pct40to60,3152328,3803634,1177730,377141,255762,874660,180281,226637,711424,651306,409548,224409,17349
1995:Q3,pct20to40,2164438,2544488,903996,247330,168177,482680,70700,139715,531889,380049,218553,136683,24813
1995:Q3,pct00to20,1115056,1275884,493820,123469,55741,178351,26425,185645,212432,160828,82806,73873,4149
1995:Q4,pct99to100,5351494,5632845,744019,269818,1551691,144172,237986,1123381,1561778,281351,195788,17369,68194
1995:Q4,pct80to99,11898985,13930418,3327044,914871,2127338,2426192,1151120,1525685,2458168,2031433,1534336,384878,112219
1995:Q4,pct60to80,4857703,6082009,1840577,586398,537889,1347830,394061,393882,981372,1224306,876249,311961,36096
1995:Q4,pct40to60,3179178,3846816,1183323,382145,266768,877529,186310,230389,720352,667637,413978,235665,17994
1995:Q4,pct20to40,2193529,2581145,904723,250994,176326,490018,71236,144093,543755,387616,219182,144264,24170
1995:Q4,pct00to20,1118078,1278192,489561,125081,58060,180618,25857,179091,219924,160114,80975,74024,5115
1996:Q1,pct99to100,5447730,5731705,754324,271474,1606935,150710,242100,1126502,1579659,283975,197788,15754,70433
1996:Q1,pct80to99,12159679,14229963,3385646,928258,2210373,2442512,1191010,1553313,2518850,2070284,1561669,379613,129002
1996:Q1,pct60to80,4957124,6201070,1862940,591093,553395,1387976,419786,393520,992360,1243946,895269,311861,36816
1996:Q1,pct40to60,3200293,3876002,1184775,387342,273222,879825,192182,232380,726277,675709,423034,236388,16287
1996:Q1,pct20to40,2239454,2622997,911421,256072,182004,497329,71585,148556,556029,383543,221015,140754,21774
1996:Q1,pct00to20,1122900,1284737,491555,128203,58953,182803,25236,172544,225442,161837,80085,77837,3915
1996:Q2,pct99to100,5543315,5835652,769291,266043,1675358,157244,243101,1133793,1590823,292338,201147,16849,74342
1996:Q2,pct80to99,12365194,14468291,3428147,940182,2306988,2458289,1216740,1584938,2533007,2103097,1585085,387540,130472
1996:Q2,pct60to80,5041786,6315941,1884900,593330,571617,1428118,439609,393881,1004486,1274156,909921,324728,39507
1996:Q2,pct40to60,3217554,3910863,1193710,393503,280616,882004,195622,235425,729983,693309,432507,243988,16814
1996:Q2,pct20to40,2280888,2669753,928343,257973,188188,504677,71230,152974,566367,388865,223217,144731,20917
1996:Q2,pct00to20,1132846,1296502,496417,127785,60132,184983,24621,166059,236506,163656,80330,78742,4584
1996:Q3,pct99to100,5575515,5875894,786737,263272,1664684,163722,245354,1139734,1612391,300379,204843,17881,77655
1996:Q3,pct80to99,12498668,14633895,3471504,954151,2321838,2472942,1248748,1615260,2549452,2135226,1609924,395116,130186
1996:Q3,pct60to80,5108651,6412847,1904336,597317,574228,1467965,462218,394035,1012747,1304196,925445,337182,41569
1996:Q3,pct40to60,3235982,3946599,1210166,400034,282943,883954,200050,238119,731333,710617,442668,251427,16522
1996:Q3,pct20to40,2312356,2706358,936419,261407,191550,512048,71006,157415,576513,394001,225657,148540,19804
1996:Q3,pct00to20,1139130,1304712,498931,128995,59768,187139,23917,159598,246363,165582,80826,79702,5054
1996:Q4,pct99to100,5761388,6067985,799230,268041,1752692,169328,263016,1165062,1650615,306597,207332,19366,79899
1996:Q4,pct80to99,12809668,14982651,3517945,961109,2438800,2477510,1337432,1664135,2585720,2172982,1632527,406317,134138
1996:Q4,pct60to80,5217132,6552762,1921651,598968,596555,1502983,508421,397533,1026651,1335630,939988,353337,42305
1996:Q4,pct40to60,3270379,3996751,1228981,401290,291781,883993,212650,245714,732341,726372,450876,260486,15010
1996:Q4,pct20to40,2328573,2727826,924927,266338,198521,519211,72719,161639,584471,399254,227493,153861,17900
1996:Q4,pct00to20,1146559,1312191,496371,132183,61379,188996,22460,153396,257406,165632,80415,80511,4706
1997:Q1,pct99to100,5782881,6094380,810635,269372,1756867,175979,259889,1194702,1626936,311499,209787,17557,84155
1997:Q1,pct80to99,12930280,15117042,3555802,973167,2468605,2492969,1348845,1717138,2560516,2186761,1648416,396560,141785
1997:Q1,pct60to80,5283614,6625849,1940165,602745,602166,1543826,522561,401844,1012541,1342234,948923,347843,45468
1997:Q1,pct40to60,3284090,4016436,1238219,405883,295125,886043,213826,254378,722962,732346,457229,259397,15720
1997:Q1,pct20to40,2356434,2751584,923897,271019,202401,526702,71458,165838,590269,395151,228980,149213,16958
1997:Q1,pct00to20,1141506,1310356,494871,134857,61341,191199,21828,147344,258916,168850,80113,83604,5133
1997:Q2,pct99to100,6166503,6485205,826117,263315,2091269,183455,278339,1214265,1628445,318702,212860,18015,87827
1997:Q2,pct80to99,13532231,15756823,3596526,983012,2842115,2517004,1477124,1760487,2580554,2224591,1671251,401179,152161
1997:Q2,pct60to80,5484704,6852831,1972890,603531,673885,1589267,588676,404466,1020116,1368127,963133,357058,47936
1997:Q2,pct40to60,3353649,4100724,1257362,411126,320307,889672,235823,260480,725955,747076,466057,265256,15763
1997:Q2,pct20to40,2412134,2810272,941314,272262,218567,534451,74743,170159,598777,398139,231107,151430,15602
1997:Q2,pct00to20,1153913,1324302,500960,133719,67846,193675,20540,141226,266336,170390,80180,85101,5109
1997:Q3,pct99to100,6418650,6744397,842767,258207,2279924,190661,292313,1239380,1641144,325747,218091,18571,89085
1997:Q3,pct80to99,13964880,16241447,3630596,997411,3064061,2537592,1580276,1809175,2622336,2276567,1707336,407177,162054
1997:Q3,pct60to80,5640680,7042261,2002234,607143,716409,1633230,643911,408106,1031228,1401581,986624,367630,47327
1997:Q3,pct40to60,3414396,4180269,1279091,418391,335829,892625,253221,267970,733142,765872,480656,271642,13574
1997:Q3,pct20to40,2459448,2861316,952961,274891,229311,542153,76898,174440,610662,401868,234864,154092,12912
1997:Q3,pct00to20,1163503,1335884,505670,133950,71453,196055,19260,135257,274239,172381,81709,86693,3979
1997:Q4,pct99to100,6556593,6892740,853330,265342,2329163,196986,287487,1283792,1676640,336147,221964,20267,93916
1997:Q4,pct80to99,14203257,16510106,3699568,1004742,3142110,2547917,1580402,1876439,2658928,2306849,1722681,416142,168026
1997:Q4,pct60to80,5731352,7157789,2032536,609444,731575,1672332,653248,415215,1043439,1426437,993878,381326,51233
1997:Q4,pct40to60,3437902,4221013,1295795,419227,342527,893613,251995,280296,737560,783112,488253,280392,14467
1997:Q4,pct20to40,2474585,2883270,943483,280910,235148,549641,74839,178572,620678,408686,236988,159462,12236
1997:Q4,pct00to20,1172830,1346668,505577,138296,72368,198130,18463,129705,284128,173837,82595,86577,4665
1998:Q1,pct99to100,7007974,7350820,870524,262091,2717343,205943,307171,1293658,1694089,342846,226750,18661,97435
1998:Q1,pct80to99,14952963,17281078,3767366,1017408,3570260,2587074,1716145,1910526,2712299,2328116,1745439,406313,176364
1998:Q1,pct60to80,5985581,7421123,2075825,612436,813165,1726079,723570,416257,1053792,1435542,1006535,375435,53572
1998:Q1,pct40to60,3520190,4312528,1317803,425170,370585,899992,275259,283931,739788,792337,498734,279316,14287
1998:Q1,pct20to40,2535806,2941726,956244,283934,252887,557868,78105,183018,629670,405920,239913,155168,10839
1998:Q1,pct00to20,1185255,1363157,511908,139023,79800,201094,16873,123576,290884,177902,84074,89150,4678
1998:Q2,pct99to100,7148689,7500183,893237,261235,2768198,217127,303551,1322764,1734071,351494,231139,19989,100366
1998:Q2,pct80to99,15291981,17673335,3877879,1030526,3650932,2651274,1736287,1963159,2763277,2381353,1779595,417566,184192
1998:Q2,pct60to80,6095315,7570490,2129023,616229,828971,1756296,743032,420760,1076180,1475175,1028934,391344,54897
1998:Q2,pct40to60,3559431,4372947,1340816,430758,377595,903672,278387,292389,749330,813516,511777,288267,13472
1998:Q2,pct20to40,2574731,2987270,973163,288026,258952,561435,76781,187319,641593,412539,243269,160270,9000
1998:Q2,pct00to20,1205162,1384827,523927,140933,80776,200445,16077,117860,304810,179665,84988,90307,4370
1998:Q3,pct99to100,6827248,7187525,918371,246527,2372184,227018,275587,1337735,1810103,360276,235915,20859,103502
1998:Q3,pct80to99,14964682,17383175,3918847,1054435,3267034,2701338,1624921,2002225,2814375,2418493,1812480,425252,180761
1998:Q3,pct60to80,6067524,7578106,2195963,623128,756456,1779532,703221,422769,1097037,1510582,1049924,403537,57121
1998:Q3,pct40to60,3566788,4400201,1386934,444999,355925,904743,257652,297300,752648,833414,524844,295578,12992
1998:Q3,pct20to40,2601974,3020474,1005610,288890,248818,564695,70086,191741,650634,418500,246747,163864,7889
1998:Q3,pct00to20,1220272,1403146,543531,138751,73131,199386,16078,111888,320381,182874,86247,91628,4999
1998:Q4,pct99to100,7422587,7793582,948896,265648,2864971,226872,317233,1346152,1823810,370995,241790,24634,104571
1998:Q4,pct80to99,16021003,18507493,4054978,1059864,3868608,2792695,1823366,2033948,2874034,2486490,1864303,436850,185337
1998:Q4,pct60to80,6306713,7841785,2228955,627839,873365,1790439,785505,420591,1115092,1535072,1067190,412622,55260
1998:Q4,pct40to60,3668245,4520690,1410915,440390,401151,924826,291822,287220,764367,852445,536020,302416,14009
1998:Q4,pct20to40,2622475,3053862,1009439,296772,264498,567234,78929,192049,644941,431386,251221,171125,9040
1998:Q4,pct00to20,1216741,1404038,539626,143251,88571,199168,14099,107609,311714,187297,88066,93625,5606
1999:Q1,pct99to100,7374069,7752754,969316,270054,2820844,225417,329816,1325619,1811688,378684,246622,26281,105781
1999:Q1,pct80to99,16266460,18803433,4129408,1072335,3908210,2869827,1871270,2037151,2915231,2536972,1911263,435786,189923
1999:Q1,pct60to80,6387488,7928893,2274360,633286,883406,1794060,800028,413223,1130529,1541405,1080935,408358,52112
1999:Q1,pct40to60,3717645,4579223,1444047,442792,411399,942184,299054,270125,769622,861578,544718,302667,14193
1999:Q1,pct20to40,2636122,3072698,1030925,300277,260981,569387,81724,192502,636902,436575,254955,172039,9581
1999:Q1,pct00to20,1202150,1394340,541281,142525,93366,198486,13237,102759,302686,192189,89144,97266,5779
1999:Q2,pct99to100,7651066,8040087,995818,283600,3049946,224429,348822,1360191,1777281,389022,252227,29379,107416
1999:Q2,pct80to99,16853310,19477641,4277281,1084459,4234335,2952619,1958091,2093453,2877403,2624330,1965572,443827,214931
1999:Q2,pct60to80,6534000,8097339,2327030,640672,948240,1800377,831807,416059,1133154,1563339,1099801,413557,49981
1999:Q2,pct40to60,3776161,4655016,1465523,442873,439717,960640,313352,267160,765751,878855,556056,307432,15367
1999:Q2,pct20to40,2652606,3099219,1051209,307364,267688,571704,86051,192737,622466,446613,259370,177289,9954
1999:Q2,pct00to20,1204845,1400749,546623,145877,103543,197973,12284,99317,295132,195904,90666,100097,5141
1999:Q3,pct99to100,7504792,7905920,1029056,287422,2812054,222069,342571,1430610,1782138,401128,260248,33377,107503
1999:Q3,pct80to99,16876338,19575757,4394278,1104650,4060946,3020665,1905250,2184924,2905043,2699418,2027308,455219,216891
1999:Q3,pct60to80,6539681,8130836,2386214,650565,917405,1799042,801300,425796,1150513,1591155,1122713,422271,46171
1999:Q3,pct40to60,3809017,4710242,1502558,449315,435726,976280,302498,273468,770397,901224,571810,314210,15204
1999:Q3,pct20to40,2659070,3119232,1084324,312283,257335,573617,84695,193071,613907,460161,265216,184732,10213
1999:Q3,pct00to20,1201107,1402234,556740,146466,103847,196970,12002,96938,289271,201128,93964,102086,5078
1999:Q4,pct99to100,8265491,8682318,1058002,300606,3443491,222727,375864,1448670,1832958,416827,268720,38509,109598
1999:Q4,pct80to99,18057182,20855927,4511104,1115751,4818855,3122504,2084637,2224946,2978130,2798745,2072162,466196,260387
1999:Q4,pct60to80,6848388,8454476,2430004,657289,1065425,1814757,874224,425943,1186834,1606089,1131399,430701,43989
1999:Q4,pct40to60,3942246,4864307,1535994,449000,492397,998455,333947,266799,787715,922061,583522,322003,16536
1999:Q4,pct20to40,2694904,3169168,1097539,319005,279412,576522,92766,193568,610356,474264,270461,193963,9840
1999:Q4,pct00to20,1226295,1429756,563362,149443,122524,197057,10927,93373,293070,203462,97999,102249,3214
2000:Q1,pct99to100,8464642,8894241,1106840,309144,3615902,221723,392140,1433263,1815229,429599,276675,41683,111241
2000:Q1,pct80to99,18666168,21535779,4705013,1136830,5085352,3206400,2162967,2231479,3007738,2869611,2107682,463439,298490
2000:Q1,pct60to80,7035116,8634748,2506520,668825,1119290,1821181,901634,419849,1197448,1599631,1132822,424692,42117
2000:Q1,pct40to60,4006313,4939867,1558538,454814,517239,1017216,346762,251903,793395,933554,592189,323306,18059
2000:Q1,pct20to40,2739447,3221300,1138306,325987,284678,578946,96665,194033,602685,481853,275031,196997,9825
2000:Q1,pct00to20,1231682,1439648,575380,152318,131481,196553,10232,89014,284669,207966,101813,103647,2506
2000:Q2,pct99to100,8286351,8729679,1162885,319604,3357391,219613,390244,1499549,1780393,443328,285289,46834,111205
2000:Q2,pct80to99,18766433,21688853,4925058,1156486,4885850,3278653,2140872,2319053,2982882,2922421,2166378,476861,279182
2000:Q2,pct60to80,7069419,8695444,2592526,679972,1083916,1821439,884705,429375,1203510,1626025,1152327,435363,38335
2000:Q2,pct40to60,4043730,5000314,1599262,459478,511631,1033778,341608,257707,796850,956583,607521,331519,17543
2000:Q2,pct20to40,2748495,3246822,1171202,333424,274549,581061,96459,194773,595354,498327,280980,206529,10818
2000:Q2,pct00to20,1232424,1445693,588646,155745,130969,195654,9956,86937,277786,213270,105601,104665,3004
2000:Q3,pct99to100,8319886,8778620,1207715,321325,3270609,218098,396576,1573686,1790611,458734,294246,53335,111153
2000:Q3,pct80to99,19090186,22096137,5096547,1177266,4866457,3357952,2168624,2414848,3014444,3005952,2225016,495691,285245
2000:Q3,pct60to80,7167301,8824982,2675615,689753,1082794,1825108,889784,440614,1221313,1657680,1171366,451669,34645
2000:Q3,pct40to60,4105971,5089095,1639586,466787,517258,1051759,345557,265566,802582,983124,623108,342545,17471
2000:Q3,pct20to40,2775124,3292398,1218147,337601,270520,583427,98263,195742,588698,517274,287071,219285,10918
