Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1998:Q4,NoHS,2091167,963438,737539,225899,1127729,222093,14985,51957,33187,18771,30406,19124,11282,115699,22082,27097,51138,413385,154093,24794,269912,269372,159139,103027,2814,4392,540,1821256,16848635
1999:Q1,College,24590668,6225963,4960133,1265830,18364706,1502721,714612,1225947,850108,375839,426983,396797,30186,5939256,416704,407376,1624927,3252134,2694307,159740,2853967,2843499,2053769,555904,19404,214422,10467,21736702,27845812
1999:Q1,SomeCollege,8823160,3104965,2423057,681908,5718195,634185,163602,334934,255230,79704,100507,73390,27117,1298079,149882,162992,545815,1427251,819140,81807,1600484,1596663,1080114,449202,8538,58809,3821,7222676,25566264
1999:Q1,HS,8012635,2962657,2270273,692384,5049978,704574,97249,180783,117334,63448,74104,53375,20729,1016895,156623,161723,411372,1492074,673642,80940,1220248,1216245,828427,337023,6436,44360,4002,6792387,32891012
1999:Q1,NoHS,2104877,957022,735874,221149,1147855,222387,15544,47225,29922,17303,27505,16842,10663,123975,23719,29234,51690,427902,154289,24385,272706,272103,165327,100269,2493,4015,603,1832170,16835002
1999:Q2,College,25521101,6449428,5155598,1293830,19071673,1477509,701298,1203829,844431,359398,425220,393629,31592,6466211,426164,420141,1715894,3302967,2770288,162152,2954481,2944004,2116774,573973,20553,232704,10477,22566620,28067252
1999:Q2,SomeCollege,8946331,3130621,2446225,684396,5815710,632548,159307,310513,239164,71350,103146,75608,27538,1366494,155558,167204,568627,1451477,819419,81418,1611932,1608054,1083139,450639,8581,65694,3878,7334400,25522093
1999:Q2,HS,8150145,3015665,2314605,701060,5134481,699902,96058,169000,110921,58079,75467,54434,21033,1070016,159157,167585,426367,1509723,681000,80206,1251357,1247369,851136,346662,7238,42334,3988,6898788,33005867
1999:Q2,NoHS,2152474,972616,747056,225560,1179859,222415,14764,41222,26483,14739,24733,14786,9947,140746,25514,31961,52628,443575,158209,24090,280293,279660,172642,100307,2383,4328,633,1872181,16838973
1999:Q3,College,25652610,6708184,5377977,1330207,18944425,1486692,728859,1188352,835892,352460,445379,412226,33153,6174621,424899,414286,1674551,3341615,2898492,166680,3052570,3042112,2193588,595092,17573,235860,10458,22600040,28279753
1999:Q3,SomeCollege,8894046,3155326,2470050,685276,5738720,641075,162557,291497,223985,67512,107205,79215,27990,1283905,158722,159745,544376,1469139,838383,82115,1627276,1623344,1091851,454538,7527,69429,3931,7266770,25474723
1999:Q3,HS,8118742,3061538,2347562,713976,5057204,705862,97980,160005,104838,55166,73650,52317,21333,986760,158787,161831,407979,1519939,703324,81087,1285953,1281985,875569,360658,5899,39858,3968,6832789,33122630
1999:Q3,NoHS,2178822,978824,757581,221242,1199998,224942,14944,36144,23423,12722,22458,13100,9358,142027,27034,33085,52462,457950,164607,24346,288415,287753,180251,101608,1962,3932,663,1890407,16856764
1999:Q4,College,27558352,6920077,5563644,1356433,20638275,1528822,805185,1103652,887665,215987,491768,457177,34591,7413504,455835,447389,1840510,3406802,2950627,194181,3171560,3160609,2259450,614512,16980,269666,10952,24386791,28488102
1999:Q4,SomeCollege,9211343,3166894,2479755,687139,6044449,659293,174591,252612,226586,26026,113062,84653,28409,1479564,169376,176550,593250,1501162,830669,94319,1641966,1637910,1092672,458694,7131,79413,4056,7569377,25427919
1999:Q4,HS,8434361,3109458,2387582,721876,5324903,721795,103620,133868,105122,28746,68051,46411,21639,1156571,167236,180477,442254,1547492,704374,99165,1312310,1308232,887509,376857,5788,38077,4078,7122050,33238490
1999:Q4,NoHS,2251897,990670,765024,225646,1261227,229795,16216,26398,18814,7583,20433,11715,8718,172465,29507,37703,54231,476565,167630,30286,295611,294896,184632,103558,1749,4957,715,1956286,16884593
2000:Q1,College,28459198,7229918,5835160,1394758,21229280,1549521,857516,1023989,849711,174279,497372,462150,35222,7846833,464276,461642,1918855,3457849,2953043,198383,3264746,3254366,2316810,620027,17985,299544,10381,25194452,28697086
2000:Q1,SomeCollege,9329658,3215529,2524570,690959,6114129,671307,182183,223695,205863,17832,115795,87162,28633,1527378,174796,181510,610945,1525447,806360,94713,1641456,1637419,1088400,453326,7191,88502,4036,7688203,25385447
2000:Q1,HS,8562703,3176623,2440635,735988,5386080,731225,107455,118841,97094,21748,68555,46588,21967,1192188,169492,187260,454266,1565434,691717,99648,1318719,1314799,893407,378879,6468,36045,3920,7243984,33350638
2000:Q1,NoHS,2314024,1016447,790233,226214,1297577,233338,16952,22647,17208,5439,17675,10052,7622,187543,31357,40681,55242,493290,168422,30430,297293,296572,187595,101533,1650,5793,722,2016731,16918676
2000:Q2,College,28572694,7583503,6151750,1431753,20989192,1543414,837744,1012114,819441,192673,476921,441098,35823,7511392,463438,462867,1901256,3499906,3076633,203506,3348904,3338441,2394130,643347,16148,284816,10463,25223791,28911492
2000:Q2,SomeCollege,9303596,3266228,2570951,695278,6037368,675653,176977,211046,188998,22048,116384,87536,28848,1441084,178086,178322,595600,1544864,823796,95554,1652895,1648788,1095386,458375,6479,88547,4107,7650702,25351074
2000:Q2,HS,8572700,3255689,2506589,749101,5317011,732498,105901,114512,90304,24208,72695,50413,22282,1104459,169188,185689,442283,1576711,712324,100751,1353296,1349372,914077,396378,5716,33200,3924,7219404,33456266
2000:Q2,NoHS,2357814,1038866,810289,228577,1318948,235176,16123,20520,15449,5071,14843,8306,6537,187369,32940,42468,55360,508717,174643,30789,304860,304102,194502,103671,1384,4546,757,2052955,16955230
2000:Q3,College,29132273,7912377,6443608,1468769,21219896,1538625,877328,999185,800465,198721,491134,454741,36393,7474580,468191,473193,1927270,3548230,3213248,208912,3460015,3449708,2473202,672237,12926,291342,10307,25672258,29136107
2000:Q3,SomeCollege,9369233,3310166,2614408,695758,6059067,680518,182300,200013,176259,23754,119529,90474,29055,1408529,182681,180726,595468,1567510,845277,96517,1671798,1667652,1102493,466961,5330,92868,4146,7697435,25328567
2000:Q3,HS,8632208,3312574,2551442,761132,5319634,733824,108740,109710,84942,24769,71920,49339,22582,1065889,170298,189690,441079,1590714,735811,101959,1392905,1389037,933592,420379,4356,30710,3868,7239303,33552563
2000:Q3,NoHS,2403830,1054401,831885,222516,1349429,237045,16579,17942,13527,4416,12331,6872,5459,192531,34681,45076,55859,524869,181328,31189,314779,313997,201158,107496,1060,4284,782,2089051,16990471
2000:Q4,College,28893528,8228224,6727586,1500638,20665305,1588675,947419,1102887,875642,227245,550874,513900,36974,6609281,466776,466592,1849382,3586587,3284952,211879,3529212,3518390,2540038,705252,15769,257331,10823,25364316,29375718
2000:Q4,SomeCollege,9258063,3341240,2640209,701031,5916823,701407,192874,215472,185313,30158,126248,96983,29266,1235241,185877,172847,560827,1584836,844910,96285,1680909,1676629,1104545,477189,5994,88902,4280,7577155,25321692
2000:Q4,HS,8538567,3385129,2614731,770398,5153439,750839,113762,116438,87739,28700,64903,42042,22861,901941,169633,182934,414394,1596548,740814,101232,1436889,1432915,952602,446916,5827,27571,3975,7101678,33636722
2000:Q4,NoHS,2436834,1081260,851570,229690,1355574,242338,17663,13309,9155,4154,10087,5681,4407,179657,36210,46050,55205,539190,184908,30956,324072,323236,208043,111911,1076,2207,836,2112761,17020617
2001:Q1,College,28790964,8717817,7185758,1532059,20073148,1696765,1052989,1052353,762971,289382,526463,488011,38451,5922965,473848,462835,1698248,3637384,3332694,216604,3574216,3564019,2603070,717502,9397,234050,10197,25216748,29635113
2001:Q1,SomeCollege,9201263,3428661,2724428,704233,5772601,738826,209363,199129,154015,45114,126414,96705,29708,1095529,191073,166829,503186,1608539,836820,96895,1672889,1668631,1104269,473491,3877,86995,4257,7528374,25334214
2001:Q1,HS,8536460,3509585,2731412,778173,5026875,783653,121172,113142,75166,37976,69655,46539,23116,771610,171063,177826,370487,1608079,738544,101644,1448739,1444942,968183,449074,3077,24608,3797,7087721,33705932
2001:Q1,NoHS,2501609,1128420,896137,232283,1373190,250943,19453,14308,10106,4202,8017,4166,3851,168882,37969,47209,53472,554677,187165,31096,325920,325080,214102,109658,653,668,839,2175690,17041883
2001:Q2,College,29876680,9046430,7485356,1561074,20830249,1710948,1052452,1009956,716669,293287,530692,490835,39857,6428531,491176,474009,1779229,3698873,3428491,225893,3697624,3687664,2700455,741460,5936,239813,9960,26179055,29919078
2001:Q2,SomeCollege,9357151,3453552,2748910,704642,5903599,749705,207616,184642,138705,45937,128749,98608,30141,1161003,198678,169590,522217,1637345,844404,99650,1695041,1690750,1121482,475611,2517,91140,4290,7662110,25369901
2001:Q2,HS,8690924,3561698,2778496,783202,5129226,788359,120731,106315,68419,37896,70330,46978,23352,817331,174956,181524,382040,1634451,748035,105154,1488663,1484951,1003033,457926,1835,22157,3711,7202261,33757385
2001:Q2,NoHS,2551508,1142479,912602,229877,1409029,253376,18975,12565,9134,3431,6088,2835,3252,184032,40006,49708,54395,566402,191235,32248,335933,335075,225049,109251,391,384,858,2215576,17050486
2001:Q3,College,29381924,9373589,7779526,1594063,20008336,1741685,1105914,1081111,777398,303713,625981,584683,41298,5395330,481028,472593,1616032,3751242,3500455,236966,3878617,3868148,2808168,760064,9900,290015,10469,25503308,30232401
2001:Q3,SomeCollege,9198018,3481244,2776435,704809,5716774,765513,215034,193490,145140,48349,138535,107942,30593,967594,200022,164970,462916,1661263,844248,103190,1727568,1723136,1138216,476628,3813,104480,4432,7470450,25432518
2001:Q3,HS,8543086,3612936,2824174,788762,4930150,796693,123983,109118,70324,38795,58861,35298,23563,645333,171423,177286,336141,1651771,749892,109649,1516423,1512620,1020377,468562,3449,20233,3802,7026664,33788272
2001:Q3,NoHS,2546335,1146889,923163,223726,1399446,256415,19579,8830,6069,2760,4374,1706,2668,162993,41095,50882,52051,575684,193831,33712,343269,342359,230792,109097,504,1966,910,2203066,17042644
2001:Q4,College,30581686,9629146,8005866,1623280,20952540,1802432,1161145,1026666,722370,304296,577146,534482,42664,6129003,505361,480000,1713532,3838219,3477237,241800,3914884,3904436,2860144,795770,2127,246396,10448,26666802,30577670
2001:Q4,SomeCollege,9404407,3541500,2827347,714153,5862907,765743,222993,183185,132930,50255,134323,104712,29611,1075864,202945,170173,487765,1674343,841084,104489,1751447,1747056,1160650,493461,817,92128,4391,7652960,25524528
2001:Q4,HS,8748632,3654362,2857302,797060,5094270,806293,132277,106673,67470,39203,68270,44260,24009,730605,175603,184619,358402,1691476,729667,110385,1565113,1561361,1051870,488652,582,20257,3752,7183519,33797385
2001:Q4,NoHS,2606299,1189743,959936,229807,1416556,267810,21861,13019,9840,3179,5183,2059,3123,175607,40409,49637,52402,564424,191853,34352,354113,353241,239122,113944,160,14,872,2252185,17015667
2002:Q1,College,31113900,9886947,8244124,1642823,21226953,1873428,1133922,995275,705152,290123,561366,517033,44333,6191998,527393,475238,1796220,3911131,3514241,246742,4010920,4000151,2956430,795461,607,247653,10769,27102981,30948684
2002:Q1,SomeCollege,9504637,3612953,2892098,720855,5891683,769074,217241,176484,128159,48325,132972,104268,28703,1071408,205296,168424,507684,1680133,857127,105839,1779659,1775259,1193928,492091,211,89029,4399,7724978,25643175
2002:Q1,HS,8849524,3703658,2904516,799142,5145866,817625,134328,104454,67227,37227,73228,48792,24436,721940,178854,184484,376465,1719378,724126,110983,1567824,1564045,1058949,484117,152,20826,3779,7281700,33789923
2002:Q1,NoHS,2634434,1222557,987083,235474,1411877,279178,22353,15823,12398,3425,6175,2471,3703,171960,39557,47165,52420,550134,192186,34926,352251,351402,239503,111847,53,0,849,2282182,16971248
2002:Q2,College,30829406,10156086,8488172,1667915,20673319,1886940,1090953,1070793,710853,359940,524045,478294,45751,5629324,540262,468460,1662287,3980524,3564694,255038,4119341,4108578,3070225,811056,-6248,233545,10763,26710065,31337044
2002:Q2,SomeCollege,9443453,3682310,2952343,729967,5761144,757383,209011,196608,127791,68818,130093,102357,27736,965884,205632,165635,460187,1684298,877665,108747,1821246,1816880,1236256,499946,-2129,82807,4365,7622207,25784396
2002:Q2,HS,8803761,3742513,2939129,803384,5061248,812661,134808,117275,68706,48569,81100,56252,24848,629561,179592,183077,345015,1743055,721351,113753,1593070,1589343,1076184,493262,-1270,21168,3726,7210692,33772688
2002:Q2,NoHS,2630196,1244710,1002986,241724,1385486,286385,22427,19021,14512,4510,6980,2848,4132,154555,38378,44495,49617,534617,192825,36186,355925,355114,242376,113380,-642,0,811,2274271,16912173
2002:Q3,College,30178322,10446124,8742629,1703495,19732198,1970545,1066046,1104299,698410,405888,515825,468343,47482,4608573,546096,462900,1509813,4050769,3635010,262323,4243260,4231895,3184553,829797,-7540,225085,11365,25935062,31734350
2002:Q3,SomeCollege,9342157,3765016,3027335,737681,5577141,764862,203929,208468,124187,84281,129834,102995,26839,788096,204511,163693,408439,1689284,904819,111207,1869932,1865518,1281741,508322,-2337,77793,4413,7472225,25944132
2002:Q3,HS,8698437,3766255,2954355,811900,4932182,826273,136305,124872,68512,56360,85381,60127,25254,483310,178519,182419,310103,1766136,723174,115691,1627863,1624052,1104569,499319,-1444,21608,3811,7070574,33752482
2002:Q3,NoHS,2615177,1262398,1024690,237708,1352778,297426,22791,21919,16527,5393,7994,3303,4691,127313,36981,41949,46418,518753,194089,37145,362439,361642,248297,114170,-825,0,797,2252737,16841228
2002:Q4,College,30972383,10717341,8985785,1731556,20255042,2009880,1120150,1135647,640670,494977,499359,450161,49198,4914925,553795,479478,1582564,4135276,3550181,273786,4380615,4369177,3302514,851989,-12087,226761,11438,26591768,32132202
2002:Q4,SomeCollege,9511779,3848900,3105063,743837,5662879,761130,212050,227971,112583,115388,129191,103258,25933,826399,203891,174533,425906,1701914,884292,115602,1923517,1919124,1328631,519273,-3572,74792,4394,7588261,26118321
2002:Q4,HS,8799802,3791277,2974674,816603,5008525,828028,143766,136132,64131,72001,90973,65312,25661,506580,177923,194810,325349,1797446,687120,120399,1665330,1661555,1131592,509750,-2018,22231,3775,7134472,33736106
2002:Q4,NoHS,2633392,1284465,1050277,234188,1348928,305235,24729,24804,18048,6756,8982,3760,5222,129555,35635,41301,46369,504526,188820,38971,368911,368150,253576,115996,-1422,0,761,2264481,16761201
2003:Q1,College,31187462,10961515,9216904,1744612,20225946,2131597,1078801,1079541,625671,453870,508620,458101,50519,4670643,569394,485797,1590667,4198036,3631747,281103,4502475,4489964,3405745,855643,-11882,240458,12511,26684987,32522201
2003:Q1,SomeCollege,9579271,3928280,3177768,750511,5650992,778971,204570,212070,108928,103142,130688,105747,24941,776731,205045,179765,424044,1704704,916244,118160,1964274,1959776,1369654,519279,-3161,74004,4498,7614997,26302903
2003:Q1,HS,8854395,3837175,3022292,814883,5017219,851446,143701,128068,63415,64653,93342,67266,26076,462249,179288,201391,326427,1816716,692309,122283,1680585,1676625,1154196,501353,-1970,23046,3959,7173810,33730361
2003:Q1,NoHS,2649774,1313885,1074308,239577,1335889,317904,24627,26099,19367,6731,9869,4319,5550,119937,34501,39753,45418,487527,190416,39839,369828,369064,257646,112848,-1429,0,763,2279946,16674878
2003:Q2,College,32823757,11239404,9471673,1767731,21584353,2190737,1050995,1035622,605066,430556,609673,557503,52170,5541069,595486,503290,1770275,4270582,3729042,287583,4749401,4736560,3559325,873384,-10389,314240,12841,28074356,32895948
2003:Q2,SomeCollege,9908000,4023090,3264430,758660,5884910,781187,199489,201678,104445,97233,138092,114079,24013,902594,208456,191781,473915,1713399,953904,120414,2046806,2042294,1432967,527982,-2456,83801,4512,7861194,26493817
2003:Q2,HS,9077053,3883554,3064861,818693,5193499,859163,144568,122798,62123,60675,81844,55335,26510,553103,183211,214887,364960,1843489,701778,123699,1725276,1721294,1191467,507230,-1759,24356,3982,7351777,33742049
2003:Q2,NoHS,2682776,1335950,1094976,240974,1346826,326392,24760,27220,20392,6827,11176,5150,6027,132715,33625,39097,46671,472039,192616,40516,379444,378707,264621,113334,-1261,2013,737,2303332,16585045
2003:Q3,College,33652297,11542839,9742979,1799860,22109458,2204064,1008046,1024369,655797,368572,603191,550227,52963,5889038,616972,512960,1813702,4334734,3804886,297497,4895635,4882705,3711494,889447,-15367,297131,12930,28756662,33245042
2003:Q3,SomeCollege,10091580,4127805,3360909,766896,5963775,772587,192069,192211,112633,79578,138525,115611,22914,945119,210953,199623,483123,1719350,985911,124303,2109463,2104963,1493761,537643,-3520,77079,4500,7982117,26687002
2003:Q3,HS,9191722,3918924,3091315,827609,5272799,856358,144086,118092,67591,50501,86409,59445,26963,580454,186210,224227,374189,1868212,707017,127545,1762246,1758288,1217857,517816,-2306,24921,3958,7429476,33777970
2003:Q3,NoHS,2692956,1353154,1116676,236478,1339802,331839,24535,28731,22403,6328,11860,5751,6109,134280,32643,37812,46181,455982,194009,41931,382938,382235,268234,114769,-1947,1179,703,2310019,16494490
2003:Q4,College,35125190,11835724,10006886,1828838,23289466,2248570,975186,1126189,718850,407339,589900,535685,54215,6631795,637048,531711,1978080,4402315,3860816,307856,5031414,5018488,3828358,910474,12767,266888,12927,30093775,33561085
2003:Q4,SomeCollege,10424169,4237331,3460832,776499,6186838,772447,186473,216332,123017,93315,138959,117056,21903,1047151,213236,213286,528996,1728563,1012898,128496,2167733,2163255,1544567,548856,1749,68083,4479,8256435,26878396
2003:Q4,HS,9435233,3968800,3132079,836721,5466433,862881,144409,131503,74370,57133,92551,65097,27454,656772,189147,239612,410070,1898707,708880,131900,1811820,1807898,1251822,527574,3016,25485,3923,7623413,33844927
2003:Q4,NoHS,2724266,1378451,1142909,235543,1345814,339240,24494,31819,24632,7186,12795,6383,6412,142288,31649,37231,47062,441007,194772,43457,392286,391620,274183,116028,1408,0,667,2331979,16405999
2004:Q1,College,36908312,12275703,10415644,1860060,24632609,2342511,941251,1756826,1330990,425836,605027,548927,56099,7002806,643974,544602,2010875,4503878,3968410,312449,5145549,5132618,3932171,910918,11693,277836,12931,31762763,33835677
2004:Q1,SomeCollege,10842781,4394933,3605359,789574,6447849,785037,180847,332527,231383,101144,141180,120177,21003,1091856,212973,223991,535864,1756065,1057272,130236,2210778,2206318,1589205,549388,1483,66241,4461,8632003,27063940
2004:Q1,HS,9745500,4074292,3225223,849069,5671209,883471,144656,189718,129113,60604,94315,66319,27995,688332,189483,252311,418426,1953212,724475,132811,1831792,1827895,1276055,522768,2654,26418,3897,7913708,33949721
2004:Q1,NoHS,2777384,1426830,1187767,239063,1350554,349966,24410,33175,25402,7772,14148,7138,7010,143237,30413,36228,46520,430883,197736,43838,392707,392074,277209,113398,1324,142,632,2384677,16322359
2004:Q2,College,37570085,12678812,10781998,1896814,24891273,2395591,904950,1637425,1241912,395513,631587,573576,58011,6968500,656424,550562,2032570,4609926,4187009,316729,5325785,5312233,4087825,918998,11448,293962,13551,32244300,34060418
2004:Q2,SomeCollege,11086665,4553459,3753804,799655,6533206,788274,174964,307711,214454,93257,143990,123893,20097,1075896,213966,231036,540028,1787420,1137935,131987,2283250,2278735,1657118,555135,1326,65155,4515,8803415,27239573
2004:Q2,HS,9920154,4156631,3290906,865724,5763524,896005,144741,180182,124147,56034,94105,65515,28590,671075,191545,261782,425537,1996644,767963,133946,1876718,1872709,1315353,527388,2535,27432,4009,8043437,34099152
2004:Q2,NoHS,2800126,1451810,1218889,232921,1348316,358342,24263,37284,29662,7622,15616,7979,7638,137519,29349,34770,45943,415863,205118,44248,398564,397945,282939,113018,1323,665,619,2401562,16246355
2004:Q3,College,38342714,13050441,11142800,1907641,25292273,2417439,869202,1744832,1314512,430321,612973,553241,59732,6953478,666153,559360,2026414,4713099,4404320,325001,5464822,5450984,4219570,938911,-3285,295788,13838,32877892,34226909
2004:Q3,SomeCollege,11386830,4723022,3914332,808690,6663808,784755,169301,333633,226970,106663,145149,126001,19148,1063605,214566,240375,536559,1819815,1220356,135695,2352230,2347698,1718749,567878,-447,61517,4533,9034600,27401232
2004:Q3,HS,10223793,4326151,3452453,873699,5897641,903381,144972,195528,132922,62606,102630,73382,29248,657934,193562,274129,428009,2045491,813821,138183,1933966,1929903,1359147,542854,-593,28495,4063,8289827,34300023
2004:Q3,NoHS,2847019,1501321,1263491,237830,1345699,365106,24123,40250,31761,8489,17016,8809,8208,132362,28289,33588,45179,401493,212709,45582,405714,405118,289682,115231,-411,616,596,2441305,16180776
2004:Q4,College,40095061,13494065,11555513,1938552,26600996,2516167,868351,1834323,1502983,331340,684940,625469,59471,7548299,685537,582993,2204072,4811443,4531483,333388,5644559,5630370,4345490,960633,-4389,328636,14190,34450502,34329751
2004:Q4,SomeCollege,11780708,4873055,4044705,828350,6907653,810908,170551,337541,264256,73285,145655,124692,20963,1145938,216413,257973,581926,1893978,1206063,140706,2421029,2416482,1771424,581477,-676,64256,4548,9359678,27545824
2004:Q4,HS,10543275,4468905,3577209,891696,6074370,916730,144834,196143,150683,45459,89746,59963,29783,733014,198915,281177,460706,2071312,836645,145148,2014194,2010030,1423761,558271,-820,28817,4164,8529081,34556213
2004:Q4,NoHS,2863635,1529726,1290105,239621,1333909,356320,25600,36983,30125,6858,17694,8891,8803,141617,28305,31822,48695,385971,213717,47183,424586,423988,301064,119738,-556,3741,598,2439049,16127531
2005:Q1,College,40688269,13867016,11910763,1956253,26821253,2610582,832593,1782401,1437459,344943,673026,613839,59187,7565244,686383,590911,2200801,4871014,4670596,337702,5720721,5706344,4429359,962205,-12783,327562,14377,34967548,34375545
2005:Q1,SomeCollege,11990810,5022295,4175331,846964,6968516,836628,166019,330814,255482,75332,143248,120424,22825,1143185,214715,266267,573836,1952254,1197480,144071,2458412,2453866,1814735,580326,-2457,61263,4546,9532398,27674117
2005:Q1,HS,10782149,4649853,3743312,906541,6132296,930705,141505,194844,147819,47025,93484,63111,30374,738551,200676,279479,455763,2081995,865264,150030,2084264,2080020,1507990,545086,-2203,29147,4244,8697885,34859920
2005:Q1,NoHS,2862306,1550012,1304631,245380,1312294,347288,26339,39695,32562,7133,18294,8849,9445,142281,28013,29088,50459,367104,215649,48082,439323,438727,317577,117357,-1700,5493,597,2422982,16085022
2005:Q2,College,41791720,14240327,12270994,1969332,27551393,2663084,810732,1877542,1509614,367928,680485,622021,58465,7783791,690844,606298,2274486,4933057,4891310,339764,5871637,5856750,4562331,973352,-7781,328847,14887,35920083,34373892
2005:Q2,SomeCollege,12317061,5175237,4306509,868728,7141824,852920,163984,352761,272608,80153,141458,116806,24652,1171203,213845,279594,589370,2014269,1215852,146567,2525530,2520950,1875835,587984,-1560,58691,4580,9791531,27787847
2005:Q2,HS,11136283,4863025,3941029,921997,6273258,935986,139846,207124,156932,50192,93389,62382,31007,771862,203719,283167,468653,2099637,915963,153912,2173850,2169448,1589830,551620,-1545,29543,4402,8962433,35200418
2005:Q2,NoHS,2869676,1574068,1315764,258303,1295609,335901,27466,40315,32731,7584,18795,8853,9942,146269,27834,26949,53070,349436,220940,48635,458217,457612,331859,119433,-1028,7348,605,2411459,16050777
2005:Q3,College,42985223,14648922,12669388,1979534,28336301,2741067,819800,1727027,1442660,284367,678432,621390,57042,8192566,701984,616202,2380453,4989039,5140349,349382,6026923,6012609,4695778,990371,-7371,333831,14315,36958299,34334394
2005:Q3,SomeCollege,12671249,5349978,4467002,882976,7321271,875750,167440,319131,263631,55500,139228,112844,26384,1228170,214381,289797,615084,2075417,1244249,152625,2598135,2593636,1938859,599660,-1642,56760,4498,10073115,27888747
2005:Q3,HS,11522716,5074005,4136963,937041,6448711,948359,141568,191302,154357,36945,95140,63468,31673,832357,208684,284085,489628,2118105,976183,163301,2274222,2269883,1676187,565270,-1570,29996,4340,9248493,35566982
2005:Q3,NoHS,2884452,1597044,1338681,258364,1287408,325887,29455,41191,35072,6119,19018,8852,10166,153319,27814,24526,56086,331764,227559,50789,478655,478072,346616,123084,-992,9364,582,2405797,16022321
2005:Q4,College,43924351,14999202,13006168,1993035,28925149,2798658,868571,1775810,1434616,341194,679893,625176,54717,8306593,705996,628831,2468399,5043413,5288076,360908,6142486,6128522,4809305,1004545,-3859,318532,13964,37781865,34266654
2005:Q4,SomeCollege,12975016,5498655,4599750,898904,7476361,894083,177947,334922,265864,69058,136922,108962,27960,1241679,213549,301973,635852,2137418,1242328,159687,2659093,2654653,1993833,610424,-920,51317,4439,10315923,27978553
2005:Q4,HS,11869729,5276932,4321842,955089,6592797,956403,147367,202305,157020,45285,96037,63680,32357,856254,212284,287141,507568,2138685,1014295,174460,2370098,2365772,1757316,578963,-933,30426,4326,9499631,35948889
2005:Q4,NoHS,2896601,1623146,1363904,259242,1273455,314665,32598,43692,36464,7229,18876,8865,10011,156084,27680,22332,58966,314394,230774,53395,497018,496452,359770,126624,-521,10579,566,2399582,15997180
2006:Q1,College,45386869,14988127,12989631,1998496,30398742,2951829,866110,1821846,1490122,331725,699352,648555,50797,9385264,658387,643333,2549310,5101797,5361996,359517,6306797,6292716,4945003,1008605,3137,335971,14081,39080072,34180273
2006:Q1,SomeCollege,13284549,5534751,4615321,919430,7749798,935340,179650,345573,280637,64936,134837,105629,29207,1399667,202376,315548,654829,2202579,1218507,160891,2730506,2726074,2058156,615640,761,51516,4432,10554044,28058999
2006:Q1,HS,12241684,5394979,4424157,970822,6846706,987018,148006,209257,165703,43554,92826,59795,33031,1013381,203704,291662,524586,2163445,1035806,177014,2463651,2459234,1842320,585038,911,30965,4417,9778034,36335412
2006:Q1,NoHS,2886619,1617588,1345525,272063,1269030,307567,34518,44226,37110,7116,18062,8914,9148,173281,26561,20287,61804,297776,231506,53442,515452,514887,373048,128302,416,13121,565,2371167,15972882
2006:Q2,College,45572183,15167093,13155989,2011103,30405090,2998657,891223,1806111,1404503,401608,731191,685577,45614,9095216,658766,647372,2538378,5151399,5528714,358064,6459138,6444953,5075550,1014769,8641,345994,14185,39113045,34084852
2006:Q2,SomeCollege,13422832,5629921,4694448,935474,7792910,951448,186238,350090,267543,82547,132739,102601,30138,1352953,200789,322472,646295,2263999,1223819,162067,2800206,2795784,2123252,619941,2177,50414,4422,10622625,28131820
2006:Q2,HS,12437872,5546595,4557012,989583,6891277,992121,151281,215423,161170,54254,86508,52856,33652,984513,206464,289682,521374,2183406,1080933,179572,2562772,2558267,1937752,586077,2949,31488,4505,9875099,36715828
2006:Q2,NoHS,2864190,1620116,1347046,273070,1244073,295109,37274,47720,39269,8451,16700,8985,7714,170224,26372,17644,63633,280268,235642,53488,534500,533937,388608,128824,1130,15375,563,2329689,15946951
2006:Q3,College,46389023,15288587,13262893,2025695,31100436,3062643,938098,1785114,1428051,357063,722355,682845,39510,9382030,673826,660714,2618431,5209639,5691408,356179,6592620,6578420,5168212,1043465,11854,354889,14200,39796403,33989993
2006:Q3,SomeCollege,13661229,5703684,4752549,951136,7957545,971525,196676,344540,276011,68529,128943,98182,30761,1392295,202121,335411,665139,2329821,1228067,163005,2863661,2859260,2171836,635128,3209,49087,4401,10797568,28198751
2006:Q3,HS,12728543,5674236,4665232,1009004,7054307,1000284,156398,213843,166937,46906,88401,54240,34162,1035819,212758,293485,538393,2207697,1125479,181752,2664945,2660372,2023342,600405,4629,31997,4573,10063598,37079411
2006:Q3,NoHS,2848947,1621493,1349050,272443,1227454,282974,40727,48022,40312,7710,14850,8990,5860,175658,26462,15568,66454,263701,239604,53433,554204,553646,402067,132443,1549,17587,559,2294743,15916915
2006:Q4,College,47409504,15287170,13256623,2030547,32122334,3131157,1007104,1638370,1291032,347338,724623,689837,34787,10075872,694838,676330,2745932,5273723,5793350,361033,6699877,6685579,5220229,1060616,21700,383034,14298,40709627,33905298
