Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2022:Q1,Black,5174745,6647963,2151497,535977,298035,1767597,777735,350306,766816,1473217,772109,664857,36251
2022:Q1,Hispanic,3248905,4374321,1971515,423848,241253,589876,358717,279991,509121,1125415,799649,294982,30784
2022:Q1,Other,13518186,16011733,5238522,697134,3812101,1368113,1356867,1270830,2268166,2493547,1792470,603498,97579
2022:Q2,White,117031271,129960515,34981533,5724486,29935678,13792492,9331241,14595724,21599360,12929244,8836999,3099574,992671
2022:Q2,Black,4983173,6474746,2254645,534695,246617,1691550,638627,364715,743897,1491573,778100,678027,35446
2022:Q2,Hispanic,3274979,4425887,2087387,432368,208422,579522,319707,293024,505457,1150908,824381,297805,28722
2022:Q2,Other,12993548,15561003,5500255,715021,3206415,1310436,1240769,1301918,2286188,2567455,1844973,618737,103745
2022:Q3,White,114413765,127572917,34135592,5849164,28444086,13630935,8975277,14606206,21931656,13159151,8994932,3171304,992915
2022:Q3,Black,4713776,6204248,2161036,537312,226736,1626955,573338,356284,722588,1490473,767266,687608,35599
2022:Q3,Hispanic,3137358,4300893,1990024,442321,203413,573850,302787,285907,502591,1163535,836369,298719,28447
2022:Q3,Other,12494894,15124519,5234942,737856,3070932,1270634,1205229,1273371,2331555,2629625,1888791,631775,109059
2022:Q4,White,115110235,128364344,33266636,5887723,29772912,13457876,9298854,14241524,22438819,13254109,9083624,3233855,936630
2022:Q4,Black,4695230,6206212,2145982,544620,235182,1605495,604110,343367,727456,1510981,770525,706214,34242
2022:Q4,Hispanic,3117853,4289481,1969466,447308,212600,570069,314924,274730,500384,1171628,844751,301337,25540
2022:Q4,Other,12728811,15427395,5212756,755811,3252260,1253140,1264023,1255087,2434318,2698585,1932524,652838,113223
2023:Q1,White,117740007,130999104,33149698,5946767,31667598,13539689,9701717,13966501,23027134,13259097,9126681,3220264,912152
2023:Q1,Black,4774198,6271729,2142412,552683,247450,1616541,645816,333846,732982,1497532,758639,707749,31144
2023:Q1,Hispanic,3171322,4333869,1978894,455488,225899,577622,331432,267060,497475,1162548,839302,298454,24792
2023:Q1,Other,13235798,15972741,5270518,776814,3504952,1287356,1338124,1247620,2547357,2736943,1967521,660255,109167
2023:Q2,White,121851044,135203916,34765803,6003362,33421428,13620513,10071968,14196050,23124792,13352872,9185836,3251671,915365
2023:Q2,Black,4940999,6453667,2233941,564854,259112,1630201,685873,342577,737109,1512668,761460,720461,30747
2023:Q2,Hispanic,3292878,4456364,2064915,460094,236822,581233,344578,275063,493659,1163486,841504,296903,25079
2023:Q2,Other,14029770,16810952,5695581,796300,3728976,1317581,1401936,1284321,2586256,2781181,1999890,672668,108623
2023:Q3,White,120559896,134030271,35128094,6007001,32102419,13461985,10025078,14195619,23110074,13470375,9268954,3264477,936944
2023:Q3,Black,4945879,6479123,2266242,567499,252130,1619801,692604,344533,736315,1533245,771319,730070,31856
2023:Q3,Hispanic,3299392,4470557,2090381,461939,229394,576674,346645,275989,489535,1171166,850277,294615,26274
2023:Q3,Other,13928016,16728592,5785064,796341,3590268,1287831,1398713,1284923,2585451,2800576,2017981,673834,108761
2023:Q4,White,124070076,137646143,34845226,6018941,34931077,13788067,10505256,13758616,23798959,13576066,9336078,3303463,936525
2023:Q4,Black,5001047,6546146,2243229,572613,269450,1655907,731693,328589,744666,1545099,772224,740883,31992
2023:Q4,Hispanic,3330898,4510679,2083410,464465,247917,592250,361602,262314,498722,1179781,857503,295937,26341
2023:Q4,Other,14333667,17164184,5734203,804420,3902584,1357014,1463930,1244316,2657718,2830518,2037420,683425,109673
2024:Q1,White,128832156,142427201,36244024,6071199,37682342,13840976,11033235,13547416,24008009,13595045,9347063,3272786,975196
2024:Q1,Black,5168235,6698706,2314191,581441,286418,1660291,785480,320627,750258,1530470,762692,733569,34209
2024:Q1,Hispanic,3489864,4672641,2178146,473147,267520,600474,383618,257336,512400,1182777,857808,296487,28482
2024:Q1,Other,15271069,18142002,6156362,827379,4262120,1386757,1558506,1241977,2708901,2870933,2068799,688529,113605
2024:Q2,White,130856000,144523635,37497700,6094597,38225003,13851439,11177628,13596691,24080577,13667635,9396266,3282199,989170
2024:Q2,Black,5265846,6807383,2385441,586654,290543,1665573,802875,322971,753326,1541538,767669,739264,34605
2024:Q2,Hispanic,3602599,4801486,2269540,480483,274016,607834,393263,261816,514534,1198887,871282,298034,29571
2024:Q2,Other,15852207,18766734,6536764,841016,4370247,1403963,1596180,1261173,2757392,2914527,2102884,697336,114307
2024:Q3,White,134881699,148622858,37278945,6124499,41314746,13895773,11625030,13663774,24720091,13741159,9450034,3301511,989614
2024:Q3,Black,5396739,6966736,2401895,598584,313434,1690588,860123,329003,773109,1569997,783281,752009,34707
2024:Q3,Hispanic,3649467,4866273,2270458,485567,294888,612966,411176,265454,525763,1216806,883175,303846,29785
2024:Q3,Other,16338842,19286468,6516292,850861,4732039,1420885,1665718,1274699,2825974,2947626,2126482,706915,114229
2024:Q4,White,134892531,148583283,36938951,6197352,41451417,13910734,11595360,13664585,24824884,13690752,9520667,3244386,925699
2024:Q4,Black,5482490,7048787,2417821,617521,318674,1715652,867893,333395,777830,1566297,792770,748409,25118
2024:Q4,Hispanic,3692029,4913161,2274937,496434,298638,619467,413842,267826,542017,1221131,891123,301759,28249
2024:Q4,Other,16278424,19200507,6429499,862496,4745808,1423851,1660965,1274231,2803656,2922083,2138863,694321,88899
