Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
2012:Q4,pct20to40,4285938,1974951,1500913,474038,2310987,519580,58682,123994,93306,30689,29286,19447,9839,257507,76243,39680,79505,825370,177078,124061,989080,987590,606657,353616,9732,17585,1490,3296858,24246880,,
2012:Q4,pct00to20,2647428,1204439,929112,275327,1442989,300438,31817,74600,57545,17055,64062,57120,6942,258047,40545,3621,42353,191672,374565,61269,670513,669736,298422,277491,62104,31719,777,1976915,24241986,,
2013:Q1,pct99to100,16531665,2889110,2304363,584748,13642554,1556743,367925,1392292,1093046,299246,357280,318948,38332,5798694,275711,45162,707148,237596,2831093,72911,811191,806748,581544,47121,19183,158900,4443,15720474,1217455,,
2013:Q1,pct80to99,39043863,10257369,8566693,1690676,28786493,3158771,873855,1732215,1274427,457788,452833,405884,46949,7330123,665315,1055972,3253767,6700110,3220968,342565,5801626,5788306,4591511,956760,32872,207164,13320,33242236,23122397,,
2013:Q1,pct60to80,13816322,4589538,3558213,1031324,9226784,1166247,187863,398861,286019,112842,92728,78899,13828,1310053,215933,470432,901443,3565225,693704,224297,3041477,3037155,2248881,726380,15917,45978,4321,10774845,24333015,,
2013:Q1,pct40to60,7398845,2763806,2070995,692811,4635039,721227,102695,210704,139330,71374,45644,37598,8045,657288,137222,175400,334357,1822659,271440,156403,1746532,1743797,1161430,548972,8392,25003,2736,5652313,24338269,,
2013:Q1,pct20to40,4325603,1985136,1506807,478330,2340467,512794,55478,120302,94614,25688,31061,22151,8910,272713,75354,42938,84345,848537,170950,125994,969588,968097,595190,347098,8848,16962,1491,3356015,24337730,,
2013:Q1,pct00to20,2634883,1210702,935501,275201,1424181,301634,31306,63252,49229,14023,65886,59429,6457,259903,38419,3839,41143,198894,359112,60792,659125,658369,276436,287442,64047,30443,755,1975758,24331479,,
2013:Q2,pct99to100,16806840,2991373,2395789,595584,13815467,1595678,356610,1233154,992419,240735,376871,337016,39855,5887467,283551,41683,715246,220573,3030642,73992,815601,810204,579507,47855,19239,163603,5398,15991238,1221686,,
2013:Q2,pct80to99,39560472,10490690,8795849,1694841,29069782,3157823,863242,1544965,1218396,326570,479292,432115,47176,7433302,671525,1065382,3263739,6892224,3353635,344653,5832639,5818423,4595137,973086,33627,216572,14216,33727833,23205385,,
2013:Q2,pct60to80,14061352,4695675,3662465,1033209,9365677,1187377,179803,331599,254864,76735,103304,89903,13401,1326363,213905,479041,924756,3669777,722161,227591,3050875,3046445,2243805,743759,16453,42427,4431,11010477,24419857,,
2013:Q2,pct40to60,7425141,2790288,2105552,684736,4634853,728705,99078,171910,124796,47114,33403,25861,7542,664500,134329,173750,335757,1854773,280953,157695,1729252,1726586,1138646,554932,8551,24456,2666,5695889,24425296,,
2013:Q2,pct20to40,4348793,2003645,1525442,478203,2345148,505844,53675,110088,93123,16966,29809,21805,8004,271001,74396,45068,84389,876182,166219,128477,974270,972766,590174,357462,8431,16700,1504,3374523,24425510,,
2013:Q2,pct00to20,2614250,1224823,954576,270247,1389427,302758,31054,44198,34875,9322,70668,64691,5976,248275,35923,3849,40321,204577,347207,60598,648779,648025,266794,283098,68214,29919,754,1965471,24418155,,
2013:Q3,pct99to100,17482208,3071590,2471469,600121,14410618,1645269,362168,1186172,964043,222130,370199,328966,41232,6250367,294489,38766,746421,204890,3236520,75358,820853,815956,579978,49001,18397,168580,4897,16661355,1225701,696485,2858934656
2013:Q3,pct80to99,40684993,10720089,9014093,1705995,29964904,3175439,885523,1512983,1218205,294779,480342,432989,47353,7807957,684149,1100558,3381862,7098195,3489803,348095,5866905,5853008,4617380,995558,31124,208946,13897,34818087,23284224,101702,696482
2013:Q3,pct60to80,14494268,4818339,3780583,1037756,9675929,1212876,177177,316830,249568,67261,105724,92728,12996,1391210,213446,499987,994036,3781546,751297,231801,3077068,3072732,2252000,766320,15687,38725,4335,11417201,24502587,59893,101700
2013:Q3,pct40to60,7548725,2832987,2151399,681588,4715738,740392,98447,161296,120162,41135,23632,16564,7068,685744,132566,178356,354640,1889621,291199,159846,1722942,1720269,1123290,565761,7642,23575,2674,5825782,24508044,36545,59893
2013:Q3,pct20to40,4411547,2033602,1556481,477121,2377946,500149,53976,109473,94993,14480,31124,23968,7156,275824,73510,48432,88460,904323,161113,131561,981708,980232,587180,369385,6692,16976,1475,3429839,24508848,20404,36545
2013:Q3,pct00to20,2614492,1242918,979039,263880,1371573,303682,31308,39530,31856,7675,72705,67180,5525,241302,34034,4083,38945,210790,334479,60714,640605,639921,258755,284271,66373,30522,684,1973886,24500727,0,20404
2013:Q4,pct99to100,18142811,3161677,2551713,609964,14981133,1680384,362197,1124074,896069,228006,382503,342294,40209,6696442,298065,41549,796481,224444,3297886,77109,837430,832108,585376,57265,20187,169281,5321,17305381,1229451,,
2013:Q4,pct80to99,41820367,10887328,9187703,1699624,30933039,3223205,892771,1455788,1155779,300008,497190,450117,47073,8238875,689920,1137310,3558548,7310429,3572972,356032,6003440,5989114,4613516,1006769,35477,333353,14325,35816927,23357924,,
2013:Q4,pct60to80,14742059,4863270,3823288,1039981,9878789,1201805,182154,296635,228240,68395,107430,94350,13080,1432891,216908,520264,1053695,3887260,741766,237983,3090609,3086139,2239982,786907,18534,40716,4470,11651450,24580196,,
2013:Q4,pct40to60,7642128,2849053,2164661,684392,4793075,750665,99592,160255,118609,41646,24446,17401,7046,687794,133995,185241,375558,1922671,288124,164735,1731760,1729068,1116416,578480,9161,25011,2692,5910368,24585489,,
2013:Q4,pct20to40,4461983,2062819,1585055,477765,2399164,501313,54386,104266,89542,14725,28884,22233,6651,281546,74380,49310,95775,907958,167694,133651,985814,984306,583475,379666,7985,13180,1508,3476169,24586678,,
2013:Q4,pct00to20,2612646,1240969,975361,265608,1371677,297861,30642,30332,22460,7872,72374,66904,5471,248434,36721,4854,38451,213146,336527,62335,636930,636174,258361,281380,69953,26481,756,1975716,24578195,,
2014:Q1,pct99to100,18832081,3244937,2619057,625880,15587144,1749707,357517,1141941,914368,227573,402031,362918,39113,7173060,300630,43801,818253,230551,3292218,77436,853017,847335,592523,62727,21140,170945,5682,17979064,1232948,,
2014:Q1,pct80to99,42724412,11031429,9346370,1685059,31692983,3338832,890646,1466481,1173100,293381,520941,474278,46663,8702285,693539,1149600,3602505,7384722,3586317,357114,5996292,5981593,4595186,998447,36425,351535,14699,36728120,23426641,,
2014:Q1,pct60to80,14873028,4898870,3860016,1038855,9974158,1205223,185721,303436,236827,66610,111198,98091,13106,1481029,219836,528901,1058245,3921497,719456,239616,3068488,3063894,2216734,785829,20109,41222,4595,11804539,24652819,,
2014:Q1,pct40to60,7703613,2882332,2200589,681743,4821281,775501,99929,168599,128382,40217,24567,17601,6965,692238,135036,186187,375187,1927942,270747,165349,1729498,1726784,1108579,584447,9572,24186,2714,5974115,24657783,,
2014:Q1,pct20to40,4479066,2064128,1585102,479026,2414938,508306,54215,103995,89673,14322,25721,19605,6116,288256,75208,49016,98119,906329,173012,132761,982797,981259,579878,380889,7904,12587,1538,3496269,24659171,,
2014:Q1,pct00to20,2612916,1238424,969919,268505,1374492,291757,29816,32351,24588,7763,72561,67184,5378,256303,39219,5420,38588,210235,335850,62391,640650,639825,259580,284476,66609,29160,825,1972266,24650696,,
2014:Q2,pct99to100,19567122,3341868,2705710,636158,16225254,1782984,336976,1149751,895033,254718,397546,359483,38063,7639319,304774,46224,850552,237257,3401743,78127,875647,869405,601986,72414,22512,172493,6242,18691475,1236215,,
2014:Q2,pct80to99,43718077,11197190,9515904,1681286,32520888,3383361,856389,1493565,1154519,339045,521663,475411,46252,9157188,700446,1168731,3697064,7464119,3718418,359945,6004271,5989035,4586558,1011761,38882,351834,15236,37713806,23490821,,
2014:Q2,pct60to80,15064627,4971199,3928425,1042774,10093428,1193895,184134,310059,232310,77749,107401,94271,13130,1528179,223590,540852,1083874,3958369,720656,242419,3076487,3071739,2200187,807656,22479,41418,4747,11988141,24720879,,
2014:Q2,pct40to60,7837730,2963535,2277767,685768,4874195,785084,97458,179523,132154,47369,26955,20053,6902,696814,136672,188803,382985,1934090,278743,167070,1740872,1738148,1106008,598677,10523,22940,2724,6096858,24725374,,
2014:Q2,pct20to40,4514125,2083733,1603253,480480,2430392,509245,52056,104209,87418,16791,24980,19356,5624,294909,76075,49037,102320,904729,180205,132626,994543,992969,577822,394262,8391,12494,1574,3519583,24726803,,
2014:Q2,pct00to20,2623352,1246334,975256,271078,1377018,286065,28514,31067,22047,9020,70233,64935,5298,264124,42055,6053,38509,207502,340045,62850,640621,639718,262445,279231,65119,32923,903,1982731,24718653,,
2014:Q3,pct99to100,19728598,3430009,2777991,652019,16298589,1825508,341053,1156100,898332,257769,411492,374516,36976,7514708,306716,48110,857629,242643,3516220,78410,896050,890267,611354,81378,23527,174008,5783,18832548,1239279,,
2014:Q3,pct80to99,44045407,11381473,9701085,1680388,32663934,3446358,872088,1495858,1157602,338256,540063,494315,45748,9024168,702701,1163007,3674357,7529113,3855415,360805,5915193,5900271,4587126,1027761,39494,245890,14923,38130214,23550910,,
2014:Q3,pct60to80,15096058,5041600,3991933,1049667,10054458,1186669,190636,312863,235476,77387,109126,96015,13111,1471630,226185,540963,1061477,3987758,723232,243919,3090161,3085404,2190744,830609,24150,39901,4757,12005897,24784800,,
2014:Q3,pct40to60,7888629,3018128,2328276,689852,4870501,798632,99358,185828,138974,46854,27657,20853,6805,671288,137467,185360,372298,1937202,287841,167570,1754077,1751289,1105486,615821,10839,19143,2789,6134551,24788707,,
2014:Q3,pct20to40,4529780,2103827,1618978,484850,2425953,511795,52986,103391,86688,16703,22190,17063,5127,287177,76866,47867,102157,902435,187456,131631,1007885,1006304,576121,406668,8084,15431,1581,3521895,24790051,,
2014:Q3,pct00to20,2625798,1254189,977435,276753,1371609,280343,27931,31376,22305,9071,69545,64349,5196,260931,44456,6476,38924,204200,344565,62862,650465,649530,265086,280709,60168,43568,934,1975333,24782488,,
2014:Q4,pct99to100,20252785,3494327,2825403,668924,16758458,1865401,343715,1132716,879002,253714,396258,360298,35960,7838274,311355,50489,882357,249180,3609845,78867,917390,911969,620794,90401,25110,175664,5421,19335395,1242164,,
2014:Q4,pct80to99,44797771,11513906,9842343,1671563,33283865,3504328,885025,1462210,1138376,323834,530819,485542,45277,9338804,710596,1178580,3735434,7605041,3970526,362501,5912264,5897576,4589774,1041154,42231,224416,14688,38885507,23607352,,
2014:Q4,pct60to80,15200389,5077737,4025539,1052198,10122652,1178586,196781,304422,230780,73642,101734,88631,13103,1495100,230191,551293,1073707,4022799,722060,245980,3107294,3102514,2182999,852760,26990,39764,4780,12093095,24845003,,
2014:Q4,pct40to60,7952099,3048526,2358711,689815,4903572,811103,101020,185763,141668,44094,31244,24506,6738,669533,139282,187112,374992,1942392,292531,168601,1767420,1764572,1105614,629691,11937,17331,2848,6184679,24848229,,
2014:Q4,pct20to40,4548704,2111176,1623308,487868,2437528,513941,53744,100392,84529,15863,22616,17931,4685,290615,77731,47702,105079,900421,194290,130995,1019603,1018013,574529,418939,8583,15962,1590,3529101,24849394,,
2014:Q4,pct00to20,2620947,1251801,970409,281392,1369146,274699,27275,28745,19983,8762,66024,60907,5117,266237,47421,7090,38993,201301,348293,63067,651714,650744,267757,276595,57490,48902,970,1969233,24842622,,
2015:Q1,pct99to100,20756455,3578281,2894586,683696,17178174,1960307,330971,1154702,926956,227747,395034,360431,34603,8045448,315668,52689,906369,255037,3682750,79201,930074,924223,626177,94018,26934,177094,5851,19826382,1244894,,
2015:Q1,pct80to99,45538034,11672440,10007214,1665226,33865594,3671043,866575,1457372,1185449,271923,534960,490619,44341,9537846,717782,1185306,3794016,7673282,4063814,363598,5892001,5876887,4577491,1031275,45801,222320,15114,39646033,23660592,,
2015:Q1,pct60to80,15320419,5126641,4070941,1055700,10193778,1193801,197771,309915,249151,60765,98427,85525,12903,1498687,234022,557429,1085050,4053832,717196,247648,3090667,3085753,2165682,849716,30464,39891,4914,12229752,24901914,,
2015:Q1,pct40to60,8043722,3097087,2405586,691502,4946635,846953,99931,191059,155640,35419,33361,26897,6464,662168,140969,186701,377370,1945919,292936,169267,1763029,1760165,1097325,633490,13386,15964,2864,6280693,24904388,,
2015:Q1,pct20to40,4573310,2120509,1629902,490607,2452801,525562,52563,99762,86760,13002,21266,17182,4084,291300,78579,47108,107889,897996,200682,130095,1014522,1012901,570253,417362,9376,15910,1622,3558788,24905307,,
2015:Q1,pct00to20,2620282,1250038,964428,285610,1370244,268757,26194,32809,25361,7448,63610,58713,4897,269398,50330,7634,39078,198090,351208,63137,657433,656390,267555,281205,54727,52904,1043,1962849,24899480,,
2015:Q2,pct99to100,21035786,3688336,2987256,701080,17347451,1992241,321606,1119426,926728,192698,383218,349910,33308,8101738,316881,54896,916631,260188,3800950,79675,951400,945242,635445,102404,28953,178439,6158,20084386,1247495,,
2015:Q2,pct80to99,45955166,11870371,10196433,1673937,34084796,3713551,854973,1398084,1185317,212767,529262,485843,43419,9586102,718436,1191578,3789775,7733653,4204013,365370,5933106,5917670,4594257,1046747,50160,226507,15436,40022060,23711076,,
2015:Q2,pct60to80,15380855,5209953,4141431,1068522,10170901,1182865,199885,297279,250802,46478,91721,79014,12708,1476401,236225,563381,1071143,4080754,721476,249770,3122614,3117584,2168709,874171,34602,40103,5030,12258240,24955954,,
2015:Q2,pct40to60,8129465,3183854,2484042,699812,4945611,856111,99438,187268,161137,26130,36655,30432,6223,647359,141476,186175,370089,1947747,302930,170363,1780639,1777752,1100348,647458,15195,14750,2887,6348826,24957629,,
2015:Q2,pct20to40,4589325,2139007,1641203,497804,2450318,526453,51805,95789,85933,9856,21177,17632,3545,288353,79326,46483,108370,895161,207917,129484,1026086,1024436,569107,429202,10458,15669,1650,3563239,24958270,,
2015:Q2,pct00to20,2623822,1260114,966183,293931,1363708,263312,25199,31060,25150,5910,60168,55468,4701,269704,52617,8179,39390,194556,356159,63364,656561,655451,269784,277770,51448,56449,1110,1967261,24953482,,
2015:Q3,pct99to100,20643232,3775106,3072315,702791,16868127,2018003,335692,1252741,1058435,194306,371798,339958,31840,7411333,315773,56479,890297,263595,3871671,80745,973095,967172,645514,110614,30950,180093,5924,19670137,1249992,,
2015:Q3,pct80to99,45544439,12040057,10359580,1680477,33504381,3744036,891785,1521169,1309952,211218,524114,481899,42215,8881848,714191,1168579,3618551,7775605,4294501,370001,5950876,5935571,4612731,1065993,53905,202942,15305,39593563,23759248,,
2015:Q3,pct60to80,15279129,5292360,4215871,1076489,9986769,1169559,210333,345793,299813,45980,84927,72525,12401,1323985,237206,555371,990884,4098084,716829,253797,3156687,3151617,2172825,900148,38717,39927,5070,12122441,25007546,,
2015:Q3,pct40to60,8158817,3263234,2552417,710817,4895583,862681,103228,216897,191289,25607,39938,34050,5888,593747,141097,178464,337481,1945744,303049,173256,1802349,1799411,1104799,664942,16820,12850,2939,6356468,25008399,,
2015:Q3,pct20to40,4613534,2179812,1681583,498229,2433722,526319,54034,102569,92829,9741,20979,18021,2959,266828,79996,44452,102732,891521,214179,130111,1039057,1037395,568398,441534,11212,16250,1663,3574476,25008758,,
2015:Q3,pct00to20,2626537,1267613,972720,294893,1358924,257949,24768,47443,41522,5921,56635,52194,4441,255366,54440,8474,40201,190286,359114,64248,661669,660517,272598,279873,46040,62006,1152,1964868,25005051,,
2015:Q4,pct99to100,21098428,3839193,3130332,708862,17259235,2091447,339641,1164232,1070398,93834,361760,331218,30542,7756668,318626,59165,921974,269966,3893733,82023,991120,985336,658593,111546,33477,181720,5784,20107309,1252409,,
2015:Q4,pct80to99,46286849,12175207,10492078,1683129,34111642,3868609,907831,1407980,1321909,86071,520586,479422,41164,9221078,718245,1195001,3715425,7847416,4333841,375630,5937054,5921802,4636871,1038301,61843,184788,15252,40349795,23805555,,
2015:Q4,pct60to80,15425582,5353966,4270783,1083183,10071616,1176452,217342,323394,305771,17623,78392,66237,12155,1354024,240262,571018,1018200,4130876,703165,258491,3151323,3146199,2180232,880766,45370,39832,5124,12274259,25057115,,
2015:Q4,pct40to60,8255115,3323009,2604147,718861,4932106,889495,105183,208171,199335,8837,43349,37705,5643,594970,142219,182864,346084,1949700,293293,176778,1806364,1803379,1114469,657588,20254,11068,2985,6448751,25057146,,
2015:Q4,pct20to40,4661238,2211463,1711926,499537,2449776,534436,54982,96366,92729,3637,20750,18268,2482,271305,80785,44774,106894,888951,219369,131165,1034009,1032331,569448,432367,13845,16672,1678,3627229,25057249,,
2015:Q4,pct00to20,2623119,1268092,971039,297053,1355026,252392,24044,45135,42658,2477,53180,48935,4245,261340,57079,9206,40161,187160,359969,65361,668077,666879,277685,279655,42317,67221,1199,1955041,25054610,,
2016:Q1,pct99to100,21459015,3915490,3190385,725106,17543524,2171406,328738,1207960,1116893,91067,375665,346039,29626,7904407,321752,61504,943009,275570,3870619,82895,1005513,999261,665338,114944,35753,183225,6253,20453501,1254771,,
2016:Q1,pct80to99,46864494,12309792,10623552,1686240,34554702,4006020,893438,1446760,1364950,81810,539798,499245,40554,9361232,722848,1204796,3764099,7910991,4325425,379297,5930289,5914582,4639184,1034379,66438,174581,15707,40934205,23850441,,
2016:Q1,pct60to80,15531165,5404299,4311862,1092437,10126866,1186248,219176,341261,324622,16638,79038,66962,12077,1350002,243458,578743,1026399,4159351,681307,261883,3152018,3146756,2173576,882671,50670,39839,5262,12379147,25105083,,
